ZIP,Total in Working Age,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,Population_log_ratio,Under 5 years_log_ratio,5 to 9 years_log_ratio,10 to 14 years_log_ratio,15 to 19 years_log_ratio,20 to 24 years_log_ratio,25 to 29 years_log_ratio,30 to 34 years_log_ratio,35 to 39 years_log_ratio,40 to 44 years_log_ratio,45 to 49 years_log_ratio,50 to 54 years_log_ratio,55 to 59 years_log_ratio,60 to 64 years_log_ratio,65 to 69 years_log_ratio,70 to 74 years_log_ratio,75 to 79 years_log_ratio,80 to 84 years_log_ratio,85 years and over_log_ratio,Total Employed Civillians Above 16,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Cluster,Confidence,P_cluster_0,P_cluster_1,P_cluster_2,P_cluster_3
20121,17157,1045,3103,3785,9224,-0.0371282244215898,0.1879850813551833,0.5831462853456166,-0.3323710688769985,-0.2363887780642297,0.0970043223871481,-0.0718612850707431,0.1041034444677748,-0.0519200571783597,0.2020011147404012,-0.4147990748986396,-0.1616022791356783,-0.113960268186096,0.0982608024431765,-0.4548463560240892,-1.059198320127233,0.2747309201047025,-0.0757118217356964,-3.663561646129646,16515,8185,3231,3381,976,742,1,0.9982630836562196,0.00173687031225727,0.9982630836562196,4.603152381219435e-08,0.0
20124,7921,198,786,1046,5891,0.0197301755283252,0.1372011215134847,-0.026375155254394,0.0532040360634651,0.654532344432166,0.5690945318899665,-0.3400823488453124,-0.3535286382493678,0.2539564377437449,-0.2831262559159198,-0.1102890618589755,-0.1167242743081411,-0.2756482328880567,0.305128986055502,0.0466067571884885,0.1871234867893623,-0.9390598401354318,-0.6847789308894292,-0.1476359988060647,8013,5830,552,1226,236,169,1,0.9999990946693827,9.052988838043808e-07,0.9999990946693827,3.173351307294252e-11,0.0
20129,317,0,14,26,277,0.288828204382404,0.0,0.0,-2.70805020110221,1.226445660177994,3.13549421592915,0.0,2.564949357461537,0.0,0.0,-3.13549421592915,0.4054651081081641,0.4940185054496098,-0.0659579677917974,0.0909717782057266,0.0,0.0,0.0,-2.890371757896165,351,212,35,92,12,0,2,0.9999999983288816,1.6711214846913756e-09,2.6597155063560133e-68,0.9999999983288816,0.0
20130,114,13,21,7,73,0.3643378166843014,1.481604540924216,0.0,0.0,0.0,0.0,-2.639057329615258,0.0896121586896869,0.0,-2.19722457733622,0.0,0.0,-0.1335313926245227,0.0,1.637608789400797,1.343734746701095,0.0,-2.19722457733622,1.791759469228055,96,56,8,19,13,0,0,0.9937162741660828,0.9937162741660828,5.369358952851257e-38,0.006283725833917694,0.0
20132,9655,563,1080,2418,5594,0.0172234748808612,-0.2683764535576269,0.5072478024181066,0.032990163402645,0.0317486983145807,0.3465225724747141,0.1933409520435658,0.1200480422872356,-0.0623703307264582,0.1343737343842823,-0.2031333553073242,0.192441238370586,0.1513113200513949,-0.0471179229770699,-0.4128452154057864,0.0,0.0162605208717803,-0.934982864886308,-0.3728889376735518,9939,5267,1334,1948,691,699,1,0.9999998687346594,1.312651627124279e-07,0.9999998687346594,1.779006409307285e-13,0.0
20135,1873,31,456,427,959,0.0229895182246986,1.161625256496843,0.2155196262035508,-0.0953101798043247,-1.111599484194921,-0.0861776962410516,0.2445984863154686,0.2927711419592524,-0.8964881045779758,0.2751032902449211,0.2421400520048653,-0.0212022076506031,-0.6813127229129421,0.1000834585569823,0.4631307499579735,-0.7691330875378668,1.783791299578878,-0.8873031950009023,-0.7308875085427928,2059,1023,310,314,210,202,0,0.9999761364874639,0.9999761364874639,3.2990436325209544e-07,2.3533608173877744e-05,0.0
20136,16952,753,2607,3947,9645,0.0431345455819904,0.1851275916060277,0.167478983756026,0.1390265323509441,0.0669922039306545,0.4344367982509931,0.2228084868111581,-0.1586995883536266,-0.276841174650027,0.0042958028627095,-0.0292084255830555,-0.1922148944526132,0.15624931648418,0.429968631164078,-0.3818552424690304,0.2399506696305913,-0.5915673877420247,-0.1200176734577995,0.2500510042341339,16898,9451,2618,2907,880,1042,1,0.9999998366713431,1.633284589336861e-07,0.9999998366713431,1.9797323644684996e-13,0.0
20137,967,69,164,226,508,-0.0529467729737866,-0.7166776779701394,-0.5725191927713302,-0.6558757857627135,-0.0540672212702757,0.382992252256106,0.2962658161431721,1.352392809444209,1.203972804325936,-0.4989911661189881,0.6343066805370117,-0.1950605825713847,-0.7198154276421063,-0.2384110234449981,0.3654597734944649,-0.1670540846631656,0.0870113769896296,0.842678914530909,-0.7146533857809088,828,547,81,55,106,39,0,0.9999357265516344,0.9999357265516344,5.254451606824652e-09,6.426819391313314e-05,0.0
20141,3737,30,461,935,2311,0.0332059122085333,0.025446665661164,0.7596369218287782,-0.1591439684812492,0.3049582496436498,0.2719337154836418,-0.3794896217049039,-0.3694715054602593,-0.0669394826751093,-0.0380273955892391,0.0579472440457191,-0.102734118875607,0.2209906979531082,0.1445812288111074,-0.3502024294331143,-0.5658077581833432,-0.6517619643970911,0.6435502394205734,0.9444616088408512,3809,2430,445,655,111,168,1,0.9999373420035603,6.265792416178247e-05,0.9999373420035603,7.227781133377033e-11,0.0
20143,332,11,70,135,116,-0.2032282416132682,1.178654996341646,-3.367295829986474,2.079441541679836,-3.610917912644224,-0.2006706954621511,-3.555348061489413,0.192371892647456,3.218875824868201,0.0,0.0,0.2363887780642302,-1.386294361119891,-0.2231435513142097,-0.3302416868705768,0.4054651081081641,-0.2972515234679314,-0.1053605156578263,2.19722457733622,305,154,22,105,10,14,2,0.9999999999792308,2.0766037382211817e-11,1.0533412176614288e-89,0.9999999999792308,0.0
20144,464,82,118,115,149,0.1009104744552571,-0.2231435513142097,2.397895272798371,-1.029619417181158,-0.7922380832041762,0.9650808960435872,-2.772588722239781,1.193922468472434,0.2876820724517808,-3.044522437723423,-0.0855221734381617,0.1957445771260952,0.6664789334777845,-1.056052674249314,0.9703579531444309,-1.397105277224107,3.58351893845611,-0.1335313926245225,-1.466337068793427,629,320,149,28,30,102,2,0.9999607138726884,3.9286127314978604e-05,1.0979382206262314e-90,0.9999607138726884,0.0
20147,35166,1318,2647,7078,24123,-0.0543753370768538,0.2022455875138602,-0.2435227136508624,0.0681181721090746,0.2702614742912796,-0.253516587285806,-0.0010610080570945,-0.2272089910438852,0.0518334643464601,-0.2912807609542538,0.1760421013091111,-0.0573723404639325,-0.0064277106345551,0.0398698913754955,0.0081136347741699,-0.2934457771685315,-0.4193024763126987,-0.7579418164383203,-0.2467434666550829,35207,22205,3673,6644,1067,1618,1,0.9999999969782376,3.0217547013415042e-09,0.9999999969782376,7.671158129098506e-15,0.0
20148,30428,1009,1784,3989,23646,-0.0534056360600558,-0.218938920032178,-0.2342305118488035,0.1788334217724347,-0.3324472556984084,0.3957747015430302,-0.5750800136330048,-0.3683963718228238,-0.1820190306987719,0.2547036237676252,0.0031897953681001,0.3402065176902669,0.0614124463871741,-0.2376968227242457,-0.531701532424516,0.2240400103612465,0.4096231182568282,-1.480226180954094,0.8630462173553424,29313,20901,2897,4223,497,795,1,0.9999999387092836,6.128853960711686e-08,0.9999999387092836,2.1768486534269026e-12,0.0
20151,12230,1136,1838,2327,6929,0.0384541548387691,-0.2133051023139218,-0.414030470967087,0.2689461613943118,0.1042104292745893,0.1652800909391034,0.364413518821661,0.3243650783815912,-0.2849004294899036,0.044007100728832,-0.0803034298755092,0.0486418072223457,0.2808405406350642,0.0265019407455069,-0.2783548895766419,0.0436206224758901,-0.0609087530869931,0.3302416868705764,-0.2231435513142097,12210,6337,2143,2039,857,834,1,0.9999991253826949,8.746147785100231e-07,0.9999991253826949,2.5266218712840368e-12,0.0
20152,21284,744,2185,3457,14898,0.0289048559769451,-0.384585878091384,0.2674525648233761,0.1209884687771465,0.1359151839797991,-0.3206520916893502,-0.2838579760133779,-0.2194119010035109,0.0814714834559575,-0.1640114859670696,0.2702578606261534,0.3631668518822577,-0.0470470035060994,0.2413012841056616,0.0389429739486075,-0.0052493558861437,-0.4348789933144577,-0.0882926071456786,-0.5877866649021191,20020,13489,2068,3304,472,687,1,0.9999999761515656,2.384830840582768e-08,0.9999999761515656,1.260901077248677e-13,0.0
20155,18366,505,2904,4914,10043,-0.0336478328221883,-0.1211041944713109,-0.1114107774389179,0.1572575881307383,0.355426244504887,0.1825079674571847,0.3312050423861867,-0.3196439712907901,-0.0863280834884969,-0.0769051767747832,0.0508830685711361,-0.2318925135074456,0.187823894933846,-0.2328591031003055,-0.3973379854292727,-0.3746934494414109,-0.3062167226686032,-0.2125614419836727,-0.0361287240885053,18149,9642,2560,3818,1061,1068,1,0.9999999184462827,8.15536486254634e-08,0.9999999184462827,6.86645915267511e-14,0.0
20158,2324,58,186,601,1479,0.2685610310050013,0.8564722366632447,0.4406514172332079,0.9518221602526404,0.3078266385442489,0.6052077292577618,2.156733215981483,-0.7375989431307794,-0.1964334009866357,0.1852412668972887,0.3664629503048946,-0.0865092429092824,-0.0366341331797803,0.0812254399225862,-0.0422003544903768,-0.5465437063680696,0.4964368863138908,-1.667706820558076,-0.7939518796819107,2580,1449,341,589,44,157,0,0.9999695257872802,0.9999695257872802,8.061984935907504e-12,3.0474204656922895e-05,0.0
20164,22825,4345,4364,5522,8594,0.0298501204679517,0.4896571993285121,-0.1727558676582932,-0.021164811192043,0.3523455857775035,-0.1391128024627175,0.157886674210089,0.422481696064299,-0.1986107129099954,-0.003745322730162,-0.1217543254335025,-0.0130630939747238,0.0577305340007852,-0.3068631313036247,-0.1135971777237054,-0.0193602472845411,-0.4206399061273993,-0.2717327710441024,-0.6077873316087885,23433,8982,5172,4823,2285,2171,1,0.999999623858047,3.7613716497532235e-07,0.999999623858047,4.788112366194827e-12,0.0
20165,18330,597,1537,3483,12713,0.0072089703047026,0.195611728374204,0.0999078890529538,-0.2029408439966902,0.6220624570218023,0.0927304842517235,0.1929958766411657,-0.0315425036366185,-0.5854502152410994,0.132364304376896,-0.0397403286495139,-0.0526224190224926,-0.1967846188215096,0.262160203656661,0.0152094186635283,-0.4067317327233573,-0.8318481148780092,0.7364151608084608,-0.6646552247656397,18753,12274,1693,3762,462,562,1,0.9999996940949011,3.0590394212837384e-07,0.9999996940949011,1.156662488182811e-12,0.0
20166,7451,684,1184,1285,4298,-0.0194057306447454,-0.0442248937378568,0.4194026159519461,0.321672272680332,-0.8217998884532323,0.3828703827781652,0.0441497846129292,-0.1621443275080034,0.1406423298024659,0.1337607241242091,-0.0277795641070754,-0.4324209180966933,0.062698594215564,-0.5658854009490177,0.8005056988804453,0.3722394604798444,-0.4382549309311554,-1.226445660177994,-4.61512051684126,7650,4197,1084,1391,462,516,0,0.9999064607093131,0.9999064607093131,1.1648988588075156e-08,9.352764169816336e-05,0.0
20169,12778,305,1300,3394,7779,-0.0098781479262424,-0.1185685199478099,0.5602252343737888,0.0283346234874484,0.1763661022887852,0.0305265906591554,-0.1760760404562233,-0.2684242558473659,-0.1352027445291996,-0.3474013071534036,0.113958543941143,0.0567162294418519,0.0954315463922528,-0.0269765876982024,-0.1087332001364655,-0.3523433758351935,0.2732933349996811,-0.3461653658268719,-0.9600933545325488,12602,7335,1583,2473,497,714,1,0.9999998825506844,1.174491650492126e-07,0.9999998825506844,1.5054630170642898e-13,0.0
20170,24943,3513,3333,4036,14061,0.0780915735782823,-0.0048367688006143,0.6021982738734595,-0.0088674502853205,0.1442841844007842,-0.2459164239341618,0.1552601316159041,0.209778403026994,0.0250694327708593,0.1281936669560455,-0.0894112142501484,-0.1720470647051373,0.1276918520625178,0.0992894926558056,0.1936061106602595,0.0275404669368466,0.4700036292457357,-0.7588985581227261,-0.0451204352804692,25806,12892,4897,4263,1741,2013,1,0.9999998073101753,1.9268859510786795e-07,0.9999998073101753,1.2297165770018185e-12,0.0
20171,29157,764,2419,3865,22109,0.0370244018854588,0.1310391794965628,0.2531958963806113,0.0892176658051679,-0.0339015516756813,-0.1259041581787254,0.2506278508423323,-0.0096308930609616,-0.0156797637464949,0.0605942529869993,-0.0427593813580324,0.0110092855083694,0.1059884591635462,-0.3187122069740207,0.3595011351745674,-0.2593885638091695,-0.3493756414571205,0.2691286645560335,-0.2513144282809065,28976,20086,2611,4440,512,1327,1,0.9999999987444701,1.2555156234913291e-09,0.9999999987444701,1.4302361389101597e-14,0.0
20175,19962,764,2948,3725,12525,0.011233219077475,-0.2157220311429215,0.1418844464586985,0.1161984708470411,-0.0663311717520906,-0.0942882073086321,0.0305779218990602,0.1174368352028647,-0.128694759833909,0.2507669330578128,0.1226298927075726,-0.0375181921458702,0.3178919108059919,-0.031786077998726,-0.3702614729151845,-0.5134537461722601,-0.2707716003034637,-0.5978370007556206,-0.3380238273126315,18876,11149,2676,3273,700,1078,1,0.9999999969235436,3.076449983709107e-09,0.9999999969235436,6.418809805219683e-15,0.0
20176,27983,1800,3200,6169,16814,-0.030450977965776,-0.1514579821383499,0.1457118111813944,0.0506100008864178,-0.0232898910810863,0.2145082432898561,0.2458349625162803,-0.2653497463972893,-0.0730025995497003,0.0455720773295684,-0.0417411122320183,-0.0480092191863601,-0.1012064914706067,0.1559946781369783,0.1591719006619163,-0.4473410285998547,-0.4832648241871187,-0.150282203049338,-0.7201758529478646,27932,15628,3887,5267,1575,1575,1,0.999999991393804,8.606185123620143e-09,0.999999991393804,1.0873137859491452e-14,0.0
20180,4152,172,746,968,2266,-0.0158547830573674,0.0222726356091236,0.0721375281664231,0.3735135083015617,-0.3292377427202799,0.0529224014543423,0.0468312996840989,-0.3626175167255354,0.2002019820718032,-0.42232891416017,0.1477038437126339,0.084940676649083,0.2151113796169461,-0.3836913085586042,-0.2806149052286883,0.7968256100347864,-0.7288652631620245,-0.0339015516756813,-0.0482021018178775,3848,2200,427,733,209,279,1,0.9999981039454172,1.8960498095472801e-06,0.9999981039454172,4.773167146629459e-12,0.0
20181,4808,199,1337,1313,1959,-0.0656896527057213,-0.75377180237638,0.4532768354404215,0.7640031173272899,-0.2493212045793349,-0.2310544160150884,0.432691920808379,-0.4184162604552428,-0.0117418178766834,-0.3590991875502389,-0.3415163835078907,0.2231435513142097,-0.3657247794586498,0.1560042484765817,0.2892053019923022,0.046212843155132,-0.5088434625619991,-0.0512932943875501,-1.770706060030223,4795,2226,737,1107,390,335,1,0.993030383924762,0.006969582627473931,0.993030383924762,3.34477635774017e-08,0.0
20184,246,0,71,91,84,0.6523251860396906,0.0,0.0,-2.833213344056216,0.0,0.0,0.0,0.0,0.0,0.0,4.060443010546419,-2.772588722239781,0.6061358035703157,-0.6346509738783372,4.23410650459726,-2.995732273553991,4.477336814478207,0.0,0.0,259,63,45,67,57,27,2,1.0,2.6416680960837157e-24,6.143770699142769e-194,1.0,0.0
20186,7744,413,1614,2677,3040,-0.1477757655077134,-0.8277373345327099,0.2280361949420779,-0.1710220015400212,-0.0109530120191969,0.3604748218485074,0.0244510958641637,0.1598076761423987,0.150992654610639,0.2299496057832089,-0.3004081286493596,-0.3221424110663884,-0.1246282405609369,0.0143887374520996,-0.3587276302564746,-0.3106130135156979,-0.6121781180262778,-0.640503447074523,-0.8960880245566356,7602,3369,1349,1201,1111,572,1,0.9998670600845492,0.00013293966515367172,0.9998670600845492,2.502969028661521e-10,0.0
20187,9842,351,1640,3157,4694,0.0064219422248275,0.5103304516835774,0.4431377244073342,0.0014716706114556,0.1855979463385013,-0.56502608066367,-0.3313571359544429,-0.1691223377272255,0.2786106328270818,-0.1426657299603615,0.0350473917654019,-0.0213911899813172,-0.142189455367637,0.1742764611091232,0.0081967672041782,0.0494334578551738,-0.5736020299101625,-0.4228568508200334,-0.9992398148549057,9073,4687,1169,1956,814,447,1,0.999994416117256,5.58387469575973e-06,0.999994416117256,8.048266662027271e-12,0.0
20190,12183,329,956,1696,9202,-0.1533247485428361,-0.4444200758439898,0.0179191562402643,0.0882926071456786,-0.550726840518176,-0.6074011460142286,-0.1948885420267387,-0.3742042844363036,-0.1112256351102241,0.0273241042745544,0.0142859572474769,0.2467577813737156,-0.3244755203335812,0.2127510549841087,-0.6446355291342716,-0.4251121054919613,1.132179112307193,-0.5692363859224052,-1.648658625587381,12364,8704,1005,1964,165,526,1,0.999999015394035,9.84485150312835e-07,0.999999015394035,1.2081400976675386e-10,0.0
20191,16401,1045,2069,3238,10049,-0.0477825293130251,0.0085562019311957,0.2546237171571253,0.2186083961488183,-0.1425377579161058,-0.2987462920571611,0.3688412967099239,0.1211736903942446,0.0527143026255663,-0.5085759040319751,0.1121998193080671,-0.2027618089948699,-0.2033942559291919,0.1213303965951819,-0.4962799127636117,-0.5508097222230086,0.1181755773689801,0.3896336428914839,-0.6084640933299061,16728,10081,2544,2702,555,846,1,0.9999998705656145,1.2943353953396974e-07,0.9999998705656145,8.458970662196519e-13,0.0
20194,7384,55,298,923,6108,-0.061830943085404,0.2554517945468681,-0.2802193512501914,0.1276111245926463,-0.6289540229208859,-0.0495457365514298,0.3395071403163667,0.1183412271305472,0.2040012564093158,-0.1982581490567678,-0.0198026272961797,-0.1817229336093611,-0.4105138025681434,-0.1680355995464779,0.342141989584162,-0.1576289442035827,0.2657031657330053,-0.2972515234679318,0.0377403279828469,7261,5459,548,997,116,141,1,0.9999999783153959,2.168398183789322e-08,0.9999999783153959,6.221217274624305e-13,0.0
20197,1422,0,154,357,911,-0.1249492163300223,0.1554141038740297,0.3474013071534036,-1.493539891473488,-0.3382128810989968,-0.1650797503594487,0.0,-0.4605248852911914,0.0578195708888262,-0.5562879978427477,0.1980128865886303,-0.4638371143300714,1.092181398337819,0.4610349592629745,-1.162378907027098,0.5819215454497213,-0.2623642644674908,4.844187086458591,-2.397895272798371,1066,649,72,269,36,40,0,0.9991262456384726,0.9991262456384726,2.1325229944072156e-33,0.0008737543615283236,0.0
20198,880,53,133,209,485,-0.2403748962392242,-1.33500106673234,0.5108256237659909,-1.364632864338712,0.3114361584598879,0.2682639865946794,1.044545067397834,-0.711165686062623,-0.635988766719997,-3.871201010907891,0.4855078157817001,-1.272965675812888,0.3629054936893685,-0.3212047644904245,0.2182535660200173,0.126562723308429,0.5465437063680696,-0.5819215454497213,-2.70805020110221,1005,483,244,162,75,41,0,0.8271651938137125,0.8271651938137125,1.9779925626663467e-47,0.17283480618628874,0.0
22003,30480,4043,5036,6314,15087,-0.0127031611759189,0.1406887742215374,0.1352734366161625,-0.0794946122912207,0.1508601792817057,-0.1196547517020629,0.0540672212702757,0.0,0.2362756462938806,-0.0505130457830667,0.0974761121336778,-0.0262701674132026,-0.1846926792817544,-0.0672745009564455,-0.1953087523207655,0.0713090277047818,-0.055204554347096,-0.3964152725882464,-0.6723513240974581,30383,14348,6044,4895,3109,1987,1,0.999999991144868,8.855104650504916e-09,0.999999991144868,2.736443984978324e-14,0.0
22015,23698,860,2586,5153,15099,-0.0068399111880594,0.2104437462217738,0.1774668909336476,0.1537515578902093,0.1202813244200324,-0.0455087014724711,0.2748088695155752,-0.1603831711765488,0.0493538475992538,-0.052837431264666,-0.2082288136606225,-0.0734700135993895,-0.237393089762298,-0.1030984839734623,-0.1094104963588282,-0.0329487169204094,0.2544896641298502,0.0277245480148549,-1.559067553045151,23081,13668,3363,3827,854,1369,1,0.9999999919922237,8.007755316782963e-09,0.9999999919922237,2.1001969852543145e-14,0.0
22025,10141,294,1567,2864,5416,0.0807119479476039,0.5203545471118689,0.6476848064831877,0.7163330880287564,0.407577041311308,-0.2695949539606372,0.2174876737180913,-0.3238718408150758,0.06463124680874,-0.1478763462809977,-0.1670540846631665,0.351936462318795,0.009992945397518,0.0035461030067507,-0.2349652902793773,-0.2082358455594253,-0.5944312076207883,-0.5753641449035625,0.2876820724517808,9361,5098,1305,1925,411,622,1,0.9999941006686458,5.899319900696874e-06,0.9999941006686458,1.1453619740946808e-11,0.0
22026,8404,836,2072,2550,2946,-0.1879427564357776,-0.5128387094986717,0.1250870423489694,0.1787824670169238,-0.0126317469059005,-0.0664580158837635,-0.9286620236767024,-0.3701582942760195,-0.366931444105921,0.0194524259268158,-0.5481939625322347,-0.3164066474968097,-0.0773866636154201,-0.6293805622009563,0.6624385239407786,-1.184057494624994,-0.1244541744734055,0.8544153281560676,0.0,8351,3220,1463,2298,460,910,0,0.9779575569229318,0.9779575569229318,0.022039480913724912,2.9621633423970717e-06,0.0
22027,1168,42,39,154,933,-0.0964105493250837,1.07451473708905,0.5537276453102002,-0.1730927503563331,-1.201469674107818,-3.332204510175204,-3.465735902799727,-0.0870113769896296,-0.5318790329638228,0.3776855440010891,-0.7029033555053101,0.077961541469711,0.3384543978252043,-1.394076501561945,1.701811232565116,-0.0307716586667536,-1.578978704949392,-0.2468600779315259,-1.018569580994573,979,630,115,205,7,22,0,0.8144159254640247,0.8144159254640247,9.4097669931069e-65,0.1855840745359753,0.0
22030,31325,1816,3296,5160,21053,-0.0376651077756555,-0.1224407059303649,-0.2307289227034656,0.0537901745861377,-0.0347683281883002,0.0076399640836744,0.0276556429950964,0.3559556587664927,-0.093061525090313,0.0337271178583362,0.0666240276285927,0.0676314008886302,-0.0022573373016498,0.0403700651730449,-0.3204328411652986,0.0054377513001293,-1.019100225740377,-0.3642585721488309,-0.9854173736776728,31395,19632,4096,5269,1061,1337,1,0.9999999881862955,1.1813595437108815e-08,0.9999999881862955,1.088474180662836e-13,0.0
22031,20820,995,1581,2833,15411,-0.0135568264472798,-0.1644920336219906,-0.0139175394224126,0.1369279845335924,0.061163044251745,-0.1015001844908471,0.220775440748242,0.0296474864033937,-0.2042679437163004,0.022688582311745,0.0506957863297765,-0.0751798985078346,-0.077989318861694,0.23845686661552,-0.2546893892974324,-0.0205346024417076,-0.5826596436502856,-0.1516845873320651,-0.0318752085304483,20547,13682,2341,2896,767,861,1,0.999999999518332,4.816614738694302e-10,0.999999999518332,6.4575136136516194e-15,0.0
