ZIP,Population_log_ratio,Under 5 years_log_ratio,5 to 9 years_log_ratio,10 to 14 years_log_ratio,15 to 19 years_log_ratio,20 to 24 years_log_ratio,25 to 29 years_log_ratio,30 to 34 years_log_ratio,35 to 39 years_log_ratio,40 to 44 years_log_ratio,45 to 49 years_log_ratio,50 to 54 years_log_ratio,55 to 59 years_log_ratio,60 to 64 years_log_ratio,65 to 69 years_log_ratio,70 to 74 years_log_ratio,75 to 79 years_log_ratio,80 to 84 years_log_ratio,85 years and over_log_ratio
20105,-0.0405460943943492,0.19254752125195296,-0.010329336513883014,-0.20111276257513744,-0.7959881133544782,0.0175059175136143,-0.5798184952529422,-0.07835331424651493,-0.22987346353040827,0.2124772080491404,0.0908536237777513,-0.15086876024214924,0.36512966785766476,-0.3184537311185345,-0.06332713395127332,0.09352605801082348,-0.08455738802806323,4.430816798843313,2.2925347571405443
20106,-0.06110274757261447,0.09309042306601167,-0.3720491111883204,1.2983255881739337,0.1684645221325285,-1.1308731508863312,0.4902063365632543,-0.2981533723190761,-0.2298625015629545,-0.4754236967150751,-0.5348211293222072,-0.1979224972364344,0.0,0.3768098523477885,-0.16101177020720314,-0.5175824062288701,-0.5612196375173975,1.1871656860095552,-0.20633643299782856
20109,0.05745705502478771,-0.013499685802399242,0.12288891850141681,0.12159040385891817,-0.005277057100844473,-0.03310915860727892,-0.026961193728020305,0.162953145744285,-0.19036876032111927,0.8379541453225139,0.5025525672727911,0.22534774016373937,-0.1446682420806864,-0.5492236301678082,-0.029439355450681326,-0.06502289993125121,-0.6852420010528322,-0.6082477367734596,-1.655183934222304
20110,0.049763582213477875,-0.0860925481898267,-0.009340406493921982,0.21695239671666133,0.3863311535216205,0.13225593647610268,0.017548974689478136,0.114119511761821,0.16594266470991403,-0.022585652648748678,0.13292145055010796,0.06589209380870287,0.23073372058088548,-0.4135466132201291,-0.24200105342621736,0.6081539677265528,0.057314456595980445,-0.9044562742271518,-0.9650808960435864
20111,0.06752688868292545,-0.012728891036043244,-0.16361290181998367,-0.026963264969760203,0.24661800904829878,0.17549233943190856,-0.14847158607459576,-0.2560913345526492,0.23195418099636544,0.2150849598866893,0.33099207252061724,0.30075415401913386,0.0021621630044954543,-0.019512814223581643,0.6291984559596724,-0.3037854800183597,-0.35834718513109376,-0.1823215567939549,-0.14818051284075473
20112,0.08099222897654101,0.42882203960626786,-0.009090971701252393,0.13213305768618966,0.22540855794506154,0.2507587183471829,-0.17904823144898607,0.10231405480966149,0.2758320325342849,-0.3268382507400789,-0.10065415339341666,0.13387131671141717,0.19365972283188437,0.15400013409870894,-0.09104201525579914,-0.3057412539901785,0.8494437839574802,-0.861769892995738,0.32378707709389687
20115,-0.04847888012022494,0.3980301296206461,0.7180152471379593,0.10622221325530745,-0.6328879890417483,-0.22530727375952075,0.3209077200801014,-0.4808145453499515,0.6216000292678974,-0.4837969513780713,0.11314265609988094,-0.3073732853419626,0.10496518060622506,-0.27193371548364187,-0.32495346724901264,0.4018744399774352,-0.3298276939025442,-0.32850406697203605,-0.6061358035703153
20117,-0.2881320162164016,-0.9772514316638428,-0.36890751237436703,0.22054276961415198,-2.032294763254134,-3.1354942159291497,-0.5753641449035616,-0.09038406146826894,-1.239690886928015,0.5937747067467414,-0.9789893260897191,-0.761200643804961,0.13720112151348562,-0.15808924340618624,0.9019019944220554,-0.11934675763256575,0.28030196515415806,-0.0784716154414955,-0.8209805520698299
20119,0.23321920330295143,1.227229666490203,2.51022445777229,-0.16251892949777424,0.5483162326814899,0.5174154334450458,-0.2523427060064716,0.6268977950187447,0.30814790304407236,0.7633514392331939,-0.9886113934537808,-0.06267110696277545,-0.02729214228800725,-0.01680711831638071,0.2145598076228179,-0.15028220304933804,-0.6350395497526646,2.0222831278398874,-4.276666119016055
20120,0.0008321775792321517,0.1497296557924903,-0.3905576630453682,-0.01084540136004808,-0.03095024604110108,0.3104040253284186,0.12104842084084577,0.02192536062896533,-0.11172454583218627,-0.0763129529734572,0.16737255600343737,-0.39446127960487054,-0.1740442203468291,0.2378091141706653,-0.051657053582976786,0.4827235912452963,0.5985312041850959,-0.6425034477411904,0.3542768612547196
20121,-0.037128224421589806,0.18798508135518333,0.5831462853456166,-0.3323710688769985,-0.23638877806422975,0.09700432238714818,-0.07186128507074319,0.10410344446777486,-0.05192005717835979,0.20200111474040128,-0.41479907489863965,-0.16160227913567837,-0.11396026818609606,0.09826080244317659,-0.4548463560240892,-1.0591983201272326,0.27473092010470257,-0.07571182173569646,-3.6635616461296463
20124,0.019730175528325233,0.13720112151348474,-0.026375155254394045,0.05320403606346513,0.654532344432166,0.5690945318899665,-0.3400823488453124,-0.35352863824936787,0.2539564377437449,-0.2831262559159198,-0.11028906185897558,-0.11672427430814114,-0.27564823288805673,0.305128986055502,0.0466067571884885,0.1871234867893623,-0.9390598401354318,-0.6847789308894292,-0.1476359988060647
20129,0.288828204382404,0.0,0.0,-2.70805020110221,1.226445660177994,3.1354942159291497,0.0,2.5649493574615367,0.0,0.0,-3.1354942159291497,0.40546510810816416,0.4940185054496098,-0.06595796779179741,0.09097177820572666,0.0,0.0,0.0,-2.8903717578961645
20130,0.36433781668430143,1.4816045409242158,0.0,0.0,0.0,0.0,-2.6390573296152584,0.08961215868968697,0.0,-2.1972245773362196,0.0,0.0,-0.13353139262452274,0.0,1.6376087894007967,1.3437347467010947,0.0,-2.1972245773362196,1.791759469228055
20132,0.01722347488086129,-0.26837645355762696,0.5072478024181066,0.032990163402645045,0.031748698314580714,0.3465225724747141,0.19334095204356583,0.12004804228723565,-0.062370330726458256,0.13437373438428235,-0.20313335530732424,0.19244123837058602,0.15131132005139492,-0.04711792297706996,-0.41284521540578645,0.0,0.016260520871780315,-0.9349828648863081,-0.3728889376735518
20135,0.022989518224698635,1.1616252564968432,0.2155196262035508,-0.09531017980432477,-1.111599484194921,-0.08617769624105165,0.24459848631546866,0.29277114195925247,-0.8964881045779758,0.2751032902449211,0.24214005200486532,-0.0212022076506031,-0.6813127229129421,0.10008345855698231,0.46313074995797354,-0.7691330875378668,1.7837912995788785,-0.8873031950009023,-0.7308875085427928
20136,0.04313454558199048,0.18512759160602776,0.167478983756026,0.1390265323509441,0.06699220393065453,0.43443679825099313,0.22280848681115817,-0.15869958835362663,-0.276841174650027,0.004295802862709586,-0.029208425583055586,-0.1922148944526132,0.15624931648418006,0.429968631164078,-0.38185524246903046,0.2399506696305913,-0.5915673877420247,-0.12001767345779957,0.25005100423413396
20137,-0.05294677297378669,-0.7166776779701394,-0.5725191927713302,-0.6558757857627135,-0.054067221270275745,0.382992252256106,0.29626581614317216,1.352392809444209,1.2039728043259355,-0.4989911661189881,0.6343066805370117,-0.1950605825713847,-0.7198154276421063,-0.2384110234449981,0.3654597734944649,-0.16705408466316563,0.08701137698962969,0.842678914530909,-0.7146533857809088
20141,0.033205912208533306,0.025446665661164047,0.7596369218287782,-0.15914396848124923,0.3049582496436498,0.27193371548364187,-0.37948962170490397,-0.3694715054602593,-0.0669394826751093,-0.03802739558923918,0.05794724404571916,-0.10273411887560702,0.22099069795310822,0.14458122881110747,-0.3502024294331143,-0.5658077581833432,-0.6517619643970911,0.6435502394205734,0.9444616088408513
20143,-0.20322824161326825,1.178654996341646,-3.367295829986474,2.0794415416798357,-3.6109179126442243,-0.2006706954621511,-3.5553480614894135,0.19237189264745602,3.2188758248682006,0.0,0.0,0.2363887780642302,-1.3862943611198908,-0.2231435513142097,-0.33024168687057687,0.40546510810816416,-0.2972515234679314,-0.10536051565782634,2.1972245773362196
20144,0.10091047445525714,-0.2231435513142097,2.3978952727983707,-1.029619417181158,-0.7922380832041762,0.9650808960435873,-2.772588722239781,1.1939224684724343,0.2876820724517808,-3.044522437723423,-0.08552217343816171,0.19574457712609528,0.6664789334777845,-1.056052674249314,0.9703579531444309,-1.3971052772241066,3.58351893845611,-0.13353139262452252,-1.4663370687934272
20147,-0.054375337076853825,0.20224558751386024,-0.24352271365086242,0.06811817210907467,0.27026147429127967,-0.25351658728580606,-0.0010610080570945257,-0.22720899104388526,0.05183346434646019,-0.2912807609542538,0.17604210130911113,-0.05737234046393258,-0.0064277106345551616,0.03986989137549557,0.008113634774169931,-0.2934457771685315,-0.4193024763126987,-0.7579418164383203,-0.24674346665508295
20148,-0.05340563606005588,-0.21893892003217807,-0.2342305118488035,0.17883342177243478,-0.3324472556984084,0.3957747015430302,-0.5750800136330048,-0.3683963718228238,-0.1820190306987719,0.25470362376762523,0.0031897953681001567,0.3402065176902669,0.061412446387174136,-0.23769682272424575,-0.531701532424516,0.22404001036124654,0.4096231182568282,-1.480226180954094,0.8630462173553424
20151,0.03845415483876913,-0.21330510231392186,-0.414030470967087,0.2689461613943118,0.10421042927458934,0.16528009093910345,0.36441351882166106,0.32436507838159123,-0.2849004294899036,0.04400710072883207,-0.0803034298755092,0.04864180722234579,0.28084054063506425,0.026501940745506936,-0.2783548895766419,0.04362062247589016,-0.06090875308699317,0.3302416868705764,-0.2231435513142097
20152,0.028904855976945143,-0.384585878091384,0.2674525648233761,0.12098846877714653,0.13591518397979918,-0.32065209168935027,-0.2838579760133779,-0.21941190100351093,0.08147148345595756,-0.1640114859670696,0.2702578606261534,0.3631668518822577,-0.04704700350609947,0.24130128410566165,0.03894297394860757,-0.005249355886143725,-0.4348789933144577,-0.08829260714567866,-0.5877866649021191
20155,-0.033647832822188306,-0.12110419447131093,-0.11141077743891792,0.1572575881307383,0.355426244504887,0.18250796745718478,0.33120504238618675,-0.31964397129079014,-0.08632808348849697,-0.07690517677478326,0.050883068571136114,-0.23189251350744566,0.187823894933846,-0.23285910310030555,-0.3973379854292727,-0.3746934494414109,-0.3062167226686032,-0.21256144198367277,-0.036128724088505315
20158,0.2685610310050013,0.8564722366632447,0.4406514172332079,0.9518221602526404,0.30782663854424896,0.6052077292577618,2.156733215981483,-0.7375989431307794,-0.19643340098663575,0.1852412668972887,0.3664629503048946,-0.08650924290928241,-0.03663413317978037,0.08122543992258624,-0.042200354490376846,-0.5465437063680696,0.4964368863138908,-1.667706820558076,-0.7939518796819107
20164,0.02985012046795177,0.48965719932851215,-0.1727558676582932,-0.021164811192043054,0.3523455857775035,-0.1391128024627175,0.15788667421008906,0.422481696064299,-0.19861071290999543,-0.0037453227301620373,-0.12175432543350251,-0.013063093974723827,0.057730534000785205,-0.30686313130362475,-0.11359717772370548,-0.01936024728454111,-0.4206399061273993,-0.27173277104410243,-0.6077873316087885
20165,0.007208970304702689,0.19561172837420404,0.09990788905295389,-0.2029408439966902,0.6220624570218023,0.09273048425172359,0.1929958766411657,-0.03154250363661859,-0.5854502152410994,0.13236430437689606,-0.039740328649513934,-0.05262241902249265,-0.19678461882150966,0.26216020365666104,0.015209418663528318,-0.4067317327233573,-0.8318481148780092,0.7364151608084608,-0.6646552247656397
20166,-0.01940573064474549,-0.044224893737856874,0.41940261595194617,0.32167227268033205,-0.8217998884532323,0.3828703827781652,0.04414978461292929,-0.16214432750800345,0.14064232980246594,0.13376072412420914,-0.027779564107075494,-0.43242091809669336,0.06269859421556401,-0.5658854009490177,0.8005056988804453,0.37223946047984446,-0.4382549309311554,-1.226445660177994,-4.61512051684126
20169,-0.00987814792624242,-0.11856851994780992,0.5602252343737888,0.028334623487448418,0.17636610228878524,0.030526590659155417,-0.17607604045622338,-0.26842425584736596,-0.13520274452919967,-0.34740130715340367,0.11395854394114302,0.05671622944185195,0.09543154639225282,-0.026976587698202437,-0.10873320013646559,-0.3523433758351935,0.2732933349996811,-0.34616536582687196,-0.9600933545325487
20170,0.07809157357828234,-0.004836768800614344,0.6021982738734595,-0.008867450285320544,0.14428418440078428,-0.2459164239341618,0.15526013161590413,0.20977840302699402,0.02506943277085938,0.1281936669560455,-0.08941121425014842,-0.1720470647051373,0.12769185206251787,0.09928949265580567,0.19360611066025957,0.02754046693684664,0.4700036292457357,-0.7588985581227261,-0.04512043528046927
20171,0.03702440188545886,0.13103917949656285,0.25319589638061135,0.08921766580516799,-0.03390155167568132,-0.12590415817872547,0.2506278508423323,-0.009630893060961654,-0.015679763746494935,0.060594252986999386,-0.04275938135803248,0.011009285508369437,0.10598845916354627,-0.3187122069740207,0.3595011351745674,-0.2593885638091695,-0.3493756414571205,0.26912866455603357,-0.25131442828090655
20175,0.011233219077475098,-0.21572203114292154,0.14188444645869858,0.11619847084704116,-0.06633117175209069,-0.09428820730863219,0.03057792189906028,0.11743683520286474,-0.128694759833909,0.25076693305781284,0.12262989270757263,-0.037518192145870266,0.3178919108059919,-0.031786077998726014,-0.3702614729151845,-0.5134537461722601,-0.2707716003034637,-0.5978370007556206,-0.3380238273126315
20176,-0.030450977965776005,-0.15145798213834993,0.14571181118139442,0.05061000088641787,-0.023289891081086367,0.21450824328985618,0.24583496251628034,-0.26534974639728937,-0.07300259954970034,0.04557207732956847,-0.041741112232018374,-0.04800921918636014,-0.10120649147060679,0.15599467813697832,0.15917190066191633,-0.4473410285998547,-0.4832648241871187,-0.15028220304933804,-0.7201758529478646
20180,-0.015854783057367428,0.022272635609123625,0.07213752816642316,0.3735135083015617,-0.32923774272027995,0.05292240145434235,0.04683129968409894,-0.36261751672553544,0.20020198207180329,-0.42232891416017004,0.1477038437126339,0.084940676649083,0.21511137961694615,-0.3836913085586042,-0.28061490522868837,0.7968256100347864,-0.7288652631620245,-0.03390155167568132,-0.04820210181787754
20181,-0.06568965270572136,-0.75377180237638,0.4532768354404215,0.7640031173272899,-0.24932120457933493,-0.23105441601508847,0.43269192080837904,-0.4184162604552428,-0.011741817876683491,-0.35909918755023895,-0.3415163835078907,0.2231435513142097,-0.3657247794586498,0.15600424847658179,0.2892053019923022,0.04621284315513208,-0.5088434625619991,-0.05129329438755015,-1.7707060600302227
20184,0.6523251860396906,0.0,0.0,-2.833213344056216,0.0,0.0,0.0,0.0,0.0,0.0,4.060443010546419,-2.772588722239781,0.6061358035703157,-0.6346509738783372,4.23410650459726,-2.995732273553991,4.477336814478207,0.0,0.0
20186,-0.14777576550771343,-0.8277373345327099,0.22803619494207794,-0.17102200154002123,-0.010953012019196962,0.36047482184850743,0.02445109586416372,0.15980767614239877,0.15099265461063904,0.2299496057832089,-0.3004081286493596,-0.3221424110663884,-0.12462824056093691,0.014388737452099676,-0.3587276302564746,-0.3106130135156979,-0.6121781180262778,-0.640503447074523,-0.8960880245566356
20187,0.006421942224827504,0.5103304516835774,0.44313772440733423,0.0014716706114556999,0.18559794633850135,-0.56502608066367,-0.33135713595444294,-0.1691223377272255,0.27861063282708187,-0.14266572996036153,0.03504739176540195,-0.021391189981317282,-0.14218945536763705,0.1742764611091232,0.008196767204178279,0.049433457855173835,-0.5736020299101625,-0.42285685082003344,-0.9992398148549055
20190,-0.15332474854283618,-0.4444200758439898,0.0179191562402643,0.08829260714567866,-0.550726840518176,-0.6074011460142286,-0.19488854202673878,-0.3742042844363036,-0.1112256351102241,0.02732410427455445,0.014285957247476944,0.24675778137371562,-0.3244755203335812,0.21275105498410873,-0.6446355291342716,-0.4251121054919613,1.1321791123071927,-0.5692363859224052,-1.6486586255873812
20191,-0.04778252931302518,0.008556201931195773,0.2546237171571253,0.21860839614881833,-0.1425377579161058,-0.2987462920571611,0.36884129670992394,0.12117369039424464,0.05271430262556631,-0.5085759040319751,0.1121998193080671,-0.20276180899486995,-0.20339425592919191,0.12133039659518197,-0.4962799127636117,-0.5508097222230086,0.1181755773689801,0.38963364289148394,-0.6084640933299061
20194,-0.061830943085404044,0.25545179454686817,-0.2802193512501914,0.12761112459264634,-0.6289540229208859,-0.0495457365514298,0.33950714031636675,0.11834122713054729,0.20400125640931588,-0.19825814905676786,-0.019802627296179764,-0.1817229336093611,-0.4105138025681434,-0.16803559954647795,0.342141989584162,-0.15762894420358275,0.26570316573300534,-0.2972515234679318,0.03774032798284699
20197,-0.12494921633002232,0.15541410387402976,0.34740130715340367,-1.4935398914734885,-0.33821288109899683,-0.16507975035944877,0.0,-0.4605248852911914,0.05781957088882628,-0.5562879978427477,0.19801288658863037,-0.46383711433007146,1.0921813983378192,0.46103495926297455,-1.1623789070270982,0.5819215454497213,-0.26236426446749084,4.844187086458591,-2.3978952727983707
20198,-0.24037489623922426,-1.3350010667323398,0.5108256237659909,-1.3646328643387116,0.3114361584598879,0.2682639865946794,1.0445450673978343,-0.711165686062623,-0.635988766719997,-3.871201010907891,0.4855078157817001,-1.272965675812888,0.36290549368936853,-0.32120476449042457,0.21825356602001733,0.126562723308429,0.5465437063680696,-0.5819215454497213,-2.70805020110221
22003,-0.012703161175918964,0.14068877422153747,0.13527343661616253,-0.07949461229122079,0.1508601792817057,-0.11965475170206297,0.054067221270275745,0.0,0.23627564629388065,-0.0505130457830667,0.0974761121336778,-0.02627016741320265,-0.18469267928175448,-0.0672745009564455,-0.1953087523207655,0.07130902770478187,-0.055204554347096035,-0.3964152725882464,-0.6723513240974581
22015,-0.006839911188059489,0.21044374622177386,0.17746689093364765,0.15375155789020933,0.12028132442003248,-0.0455087014724711,0.27480886951557526,-0.16038317117654888,0.049353847599253875,-0.052837431264666,-0.2082288136606225,-0.07347001359938954,-0.237393089762298,-0.10309848397346233,-0.10941049635882827,-0.03294871692040946,0.2544896641298502,0.02772454801485491,-1.5590675530451508
22025,0.08071194794760395,0.5203545471118689,0.6476848064831877,0.7163330880287564,0.407577041311308,-0.26959495396063726,0.2174876737180913,-0.3238718408150758,0.06463124680874,-0.14787634628099777,-0.1670540846631665,0.35193646231879505,0.00999294539751805,0.0035461030067507338,-0.2349652902793773,-0.20823584555942531,-0.5944312076207883,-0.5753641449035625,0.2876820724517808
22026,-0.18794275643577762,-0.5128387094986717,0.1250870423489694,0.1787824670169238,-0.01263174690590052,-0.06645801588376354,-0.9286620236767025,-0.37015829427601954,-0.36693144410592105,0.01945242592681584,-0.5481939625322347,-0.3164066474968097,-0.07738666361542013,-0.6293805622009563,0.6624385239407786,-1.1840574946249944,-0.12445417447340557,0.8544153281560676,0.0
22027,-0.09641054932508375,1.0745147370890495,0.5537276453102002,-0.1730927503563331,-1.2014696741078175,-3.332204510175204,-3.4657359027997265,-0.08701137698962969,-0.5318790329638228,0.3776855440010891,-0.7029033555053101,0.07796154146971102,0.33845439782520437,-1.3940765015619454,1.7018112325651158,-0.030771658666753687,-1.578978704949392,-0.24686007793152598,-1.0185695809945732
22030,-0.03766510777565557,-0.12244070593036493,-0.23072892270346568,0.05379017458613777,-0.034768328188300224,0.0076399640836744,0.027655642995096485,0.3559556587664927,-0.09306152509031307,0.033727117858336264,0.06662402762859276,0.06763140088863029,-0.0022573373016498977,0.04037006517304498,-0.3204328411652986,0.0054377513001293565,-1.0191002257403765,-0.36425857214883095,-0.9854173736776728
22031,-0.013556826447279846,-0.1644920336219906,-0.013917539422412695,0.13692798453359245,0.06116304425174501,-0.10150018449084719,0.22077544074824207,0.029647486403393764,-0.20426794371630042,0.022688582311745087,0.05069578632977656,-0.07517989850783469,-0.07798931886169402,0.23845686661552,-0.25468938929743246,-0.020534602441707683,-0.5826596436502856,-0.15168458733206514,-0.03187520853044834
22032,-0.02784298168010757,0.1140241762356986,0.30191595275928673,0.12239789975507342,-0.003910073407843662,-0.002522069432709273,0.09034286258063329,-0.19574457712609483,-0.15265628353420535,0.11250040319195609,0.09566802557661713,-0.2281270838531695,-0.12988751637108198,0.1479201300766224,-0.31985135538517273,-0.23529004933966569,-0.3068929087174581,0.01757514482150757,-0.35503425448127235
22033,-0.018282800218880624,0.09828029522331683,-0.0302766740157292,0.16340143959940878,-0.014632529077957201,-0.185260882865669,-0.0013245035048905507,-0.07893642545877277,0.23079469804972952,-0.10974569935011846,0.0057837061168486414,0.05144856183604141,0.06837487657978603,-0.22274427001523378,-0.26953275394610365,0.24116205681688818,-0.07785212629371774,-0.656397638351204,-0.4200108191105434
22035,0.5426662296216493,0.0,0.0,0.0,0.0,-2.8903717578961645,0.0,3.4965075614664802,0.0,0.0,4.219507705176107,2.8903717578961645,-2.8903717578961645,-3.5263605246161616,0.0,0.0,0.0,0.0,0.0
22039,0.05781573477526969,1.2678274979567643,-0.08394642115401041,0.13875615903666283,0.2151670914752284,-0.7128630437243624,0.8011358186240409,-0.3641469587774333,-0.025919377552074074,-0.036018299189155556,-0.24937597359104124,-0.13023166460760116,-0.09561760410351283,0.11166518175633922,0.019705071079331837,-0.06103589058636949,-0.16776828538391886,1.1314021114911004,-2.341805806147327
22041,-0.0007022965384528845,0.08785408277314044,0.21114199532944689,-0.12055696253910853,-0.10536051565782589,0.2708040346644296,-0.03169430170891552,0.20676007206368574,-0.02549157640107591,0.34353415037767476,-0.08622117544712893,-0.21926507198563883,-0.3345463814279981,-0.259554616166362,0.38889197438329415,-0.2869835044876412,-0.44776748779885356,-0.43301505987639466,-0.39718593603914343
22042,0.04485593841460833,-0.012422519998557036,0.08750827140979123,-0.1698568061739678,-0.16879340459290226,-0.027135144093163532,0.30954312039243437,0.05474003297566643,0.11321946134315652,-0.046623316084342115,0.14207115417265737,-0.14736524242713056,0.03681397312271617,-0.08495672247596531,0.29453924217791805,0.14090545307723712,0.13051074928060125,0.45953232937844035,-0.047320656190072086
22043,-0.013592597537936513,0.0444517625708345,-0.011904902506318926,0.4457109366766909,-0.5414625932278812,0.08191712246788718,0.010050335853502013,0.03468555798789019,0.02050896672162672,0.46648621443385707,-0.13823138560976655,0.1077155766618123,-0.0027100287588650573,0.02548991021343916,-0.23554123060381205,-0.778669353998108,-0.3860470222510628,-0.47479980150922874,-1.423108334242606
22044,0.08129474239324708,-0.1775384933533548,0.13157635778871946,-0.3357682591194191,0.24157725300304822,0.4897352111083304,0.46187919738825567,0.315027526342309,-0.1959891955226185,-0.03191760296830548,0.19330805373552185,-0.03390155167568132,-0.0852128153537155,0.4582014041891078,-0.19315283763052804,-0.34678160628007415,0.16034265007517856,1.5276078941864677,-1.160487692386197
22046,-0.03251184907388627,0.24654114952824902,0.41793928233333943,-0.27698678333503324,0.4229243294799332,-0.08027230243978423,0.294680001639426,-0.04491255668082239,-0.020647670893468195,-0.23786172378823078,0.13236430437689606,-0.13824410752772387,-0.11529609082821146,-0.36147739804988355,-0.19788607333506558,-0.2751032902449211,-0.44338434297045737,0.1570037488096645,-0.4739022696613935
22060,0.09351841365675106,0.1866979313937529,0.14320665814794076,0.12516314295400655,0.24652399995827334,0.7432120421613782,-0.5743262620911418,-0.06882322181311995,-0.05748709091768145,0.24921579162398544,0.06203539091945309,0.22931006622987393,0.5717863235556782,0.2204000653684588,-0.5062698072301299,-0.7654678421395715,-0.2231435513142097,0.08552217343816171,-0.1033176140280263
22066,-0.05002480151129163,0.16837567075860616,-0.26781226439614514,0.1036184928877324,0.06379922765720725,-0.07244115076586688,0.0,-0.04143718986417344,-0.5140592563330557,-0.051504688532720166,-0.20627974526220516,-0.09662683568907227,-0.06840272688440052,0.05809714373521846,0.09278173345096619,-0.06453852113757108,-0.06081874003503973,-0.17072980863016962,0.15927626767607084
22079,-0.16032735171898693,-0.32185565483838463,-0.09176197974822742,-0.05381415281390822,-0.4428826211418757,-0.47235934293819426,-0.02592903419096615,0.44698697434717705,-0.2560154523577909,-0.11508632661487894,-0.39043464158197416,0.08062973440010879,-0.006936443996656827,0.2572845952674099,-0.23541364390602393,-0.843970070294529,0.060932550995157264,-0.9354606479818752,-1.9176397151170574
22101,-0.01764751681357879,0.15587037070678544,0.06234832876828289,-0.061188266735068275,-0.021998247395119463,0.5988365010887042,0.450128112995845,0.10663847110331837,-0.15148519624111856,-0.2060939579880987,-0.2236786445223755,-0.030887577848030645,0.34166467345545204,-0.12440261434999389,0.04189094170915997,-0.15782679889409135,-0.5166907432183887,0.08701137698962924,-0.3711019215774485
22102,-0.05083506923824643,0.2859383928469539,0.28874083380002347,0.12385680703995039,0.26069667097376303,0.017928767090090503,-0.2828919460607402,-0.225213121423268,-0.11871630683938239,-0.18318029450237194,-0.23967285326542065,0.13320152292006338,-0.2554044135324318,-0.18545144980288253,0.0779615414697119,0.04092642770921806,0.22576021220538145,-0.2238812865007489,-0.2231435513142097
22124,-0.014690943795566014,-0.4700036292457357,-0.04223276362327333,0.1600952936952158,0.46184211929065455,0.39479264821739246,0.5004397737338682,-0.5160294516410175,-0.45675840249571475,0.2443852666984565,-0.3459028469568217,0.16380015965382366,0.11304743091054892,-0.028124268870861613,-0.2020011147404004,0.03889947961373785,-0.062390292599282304,-0.31424909983650284,-0.06595796779179786
22125,-0.3001045924503378,-0.20479441264601306,-0.6931471805599452,-1.7346010553881064,-2.9444389791664403,-0.45198512374305766,-1.0033021088637843,-0.16551443847757374,0.0,0.9295359586241756,0.07410797215372167,-0.08223809823697215,-0.4158278951437113,0.06062462181643502,-1.0986122886681096,0.12260232209233246,1.2992829841302609,-1.9459101490553132,-0.6931471805599452
22134,0.9823251396033088,-0.200316901013033,0.5061086338878518,-0.5194836865091048,2.2209070619797786,1.7090491741378155,1.3636029499178193,-0.02531780798428951,0.0639487246002739,0.47542369671507423,0.44973793178615207,1.35962611403773,0.446287102628419,-1.6650077635889111,0.3677247801253172,0.5108256237659905,0.0,0.0,-0.6061358035703157
22150,-0.033058068222583614,0.26381459104513727,0.42011738489503436,-0.4250030046645046,0.061804562956282894,0.23172729500560152,-0.06013835873853335,0.21253756224205045,0.1848518310519225,0.0464697327939021,0.4430030274272294,-0.20199695560350506,-0.2132326674147551,0.10372786223394037,-0.060624621816434576,-0.2764655557080973,-0.42213216059337544,-0.8733018892688094,-0.6381255196697317
22151,-0.12887447214350445,0.4222722264245453,-1.0297777828478125,-0.13609075702456774,0.08992470752798631,-0.1984095299990143,-0.4197365022134969,-0.3022808718729335,0.13450900537224353,-0.2527563895978071,0.3874353999437341,-0.09641372966801942,-0.17334341357073058,-0.26525503666433714,0.14451327325401575,-0.14601754811898093,-0.44493352995728763,0.8501509293696099,-0.6039160468320031
