ZIP,Population_log_ratio,Under 5 years_log_ratio,5 to 9 years_log_ratio,10 to 14 years_log_ratio,15 to 19 years_log_ratio,20 to 24 years_log_ratio,25 to 29 years_log_ratio,30 to 34 years_log_ratio,35 to 39 years_log_ratio,40 to 44 years_log_ratio,45 to 49 years_log_ratio,50 to 54 years_log_ratio,55 to 59 years_log_ratio,60 to 64 years_log_ratio,65 to 69 years_log_ratio,70 to 74 years_log_ratio,75 to 79 years_log_ratio,80 to 84 years_log_ratio,85 years and over_log_ratio,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,pca_1,pca_2
22660,-0.023269748,-0.105360516,0.36772478,0.0588405,-0.01169604,-0.857450232,-0.949080555,0.100083459,-0.186585956,-0.025317808,-0.863046217,0.843087328,0.137201122,0.027779564,0.022989518,0.385662481,-1.386294361,-1.060871961,-1.945910149,4,9.85E-17,0,0,4.83E-05,0.999951714,-0.528167498,-0.500552618
22663,-0.06360525,-2.63905733,0,-2.772588722,-0.074107972,0.659245629,0,3.135494216,0.84729786,-0.435318071,0.039220713,-0.146603474,0.53280453,1.639743262,-0.592051064,-1.681758574,-2.197224577,-1.540445041,-0.538996501,3,1.84E-84,0,0,0.999999582,4.18E-07,0.758642134,-0.28206688
22664,-0.123135412,0.297576146,-0.314216437,0.116353851,-0.078545029,0.109040373,-0.217838499,0.438504962,-0.005988042,0.30245339,0.513095772,-0.777376915,-0.202594883,0.260964684,-1.241360336,-0.142748048,-0.008298803,-0.916290732,-0.812008383,0,0.91646781,0,0,1.08E-06,0.083531109,-0.379431377,0.223429171
22701,-0.050190157,0.282613638,-0.130517829,-0.097163748,0.126121112,-0.033590944,0.006141268,-0.147672924,-0.135484306,0.056014642,0.002057614,-0.264355107,-0.16528756,-0.136165535,0.027834799,-0.231667431,0.426920043,-0.079723474,-0.612021636,0,0.99999976,0,0,7.55E-14,2.40E-07,-0.166255497,0.207847842
22709,0.280736181,2.260025479,-0.369747026,-1.211090272,0,0,0.615496246,1.006804739,0,0,4.204692619,0.583947889,-1.504077397,0.969400557,-0.928713252,1.264597426,0,-0.202711512,-3.258096538,3,3.96E-112,0,0,0.999999997,3.37E-09,1.393874058,1.352403802
22711,0.074107972,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905733,-2.564949357,0,0,0,4,3.57E-16,0,0,0.095199434,0.904800566,0.564950123,0.076870295
22712,-0.178035453,-0.104490572,-0.415034559,-0.084144677,-0.254130538,-0.500322902,-0.298406036,-0.197563173,-0.185083989,-0.276382517,0.004535155,-0.164874643,0.30497357,-0.310154928,0.260030541,-0.526093096,0.045120435,-0.480585739,-0.796943974,0,0.999990708,0,0,6.06E-12,9.29E-06,-0.447313974,0.507633672
22713,-0.024256978,0.223143551,-0.83832919,-0.201866153,-0.330854244,1.252762968,0.575364145,-3.828641396,0,-0.826678573,0.485507816,1.148092346,-1.504077397,0.294239473,0.615760517,-1.624705385,-0.387765531,0.060624622,0.024097552,3,2.42E-89,0,0,0.999597906,0.000402094,-0.6834193,-0.078704327
22714,0.236272843,0,-0.993251773,1.806797347,0.593774707,-3.555348061,0.268263987,-0.277631737,0.377294231,0.955511445,0.043485112,1.945910149,0,1.252762968,-2.944438979,-0.146603474,0.722134717,3.044522438,-0.693147181,3,8.42E-111,0,0,0.999999998,1.77E-09,-0.419889122,-2.785993677
22715,-0.237166282,0.980829253,0.762140052,0.655406853,-5.231108617,0,-0.523248144,0.627549898,-0.044451763,3.496507561,-0.96343751,2.833213344,-2.708050201,-0.732367894,-0.757685702,-0.432864082,-3.951243719,0.944461609,0,3,1.13E-186,0,0,1,1.07E-16,-1.394460222,-3.146267741
22716,-0.113428441,0,0.750305594,2.48490665,0,-3.091042453,3.044522438,-0.934309237,0,0,0.737598943,-3.36729583,-0.204531704,-0.203598955,-0.85566611,3.465735903,-0.564529803,2.708050201,0,3,2.75E-122,0,0,1,1.18E-19,-1.018618072,0.266558502
22718,0.394003665,3.465735903,0,3.555348061,1.239690887,0,0,-2.772588722,2.708050201,0.485507816,0.510825624,1.401798548,-2.708050201,-0.420280194,0.36772478,-1.011600912,-1.098612289,1.386294361,0,3,1.43E-171,0,0,1,3.13E-12,-0.046176951,-1.352215287
22719,1.683545885,0,0,0,0,3.465735903,0,0,0,0,0,0,3.295836866,0,0,0,0,0,0,3,0,0,0,1,7.80E-68,3.537895122,0.745901214
22720,0.169899037,-0.715620036,-0.028170877,-4.317488114,0.490622916,4.025351691,2.302585093,0.635988767,-1.16315081,1.32175584,-3.258096538,0.337871817,0.575364145,2.215573716,-1.145132304,0,-1.170071253,3.091042453,0,2,4.33E-220,0,1,2.03E-36,1.13E-63,1.057324446,-2.364834023
22722,0.661398482,3.465735903,0,0,3.891820298,0.051293294,0,-2.302585093,-0.159064695,-3.295836866,3.784189634,0,0,0,4.060443011,-0.430782916,0,0,0,3,2.54E-210,0,0,1,1.42E-23,2.131683734,3.247757995
22723,-0.641853886,0,0,0,0,0,0,0,0,0,0,0,0,-2.708050201,-0.245122458,3.135494216,-3.688879454,0,0,3,1.40E-139,0,0,1,9.75E-15,-1.180252913,1.184923114
22724,-0.020478531,-5.407171771,0.693147181,-0.182321557,0.139262067,-0.946143695,-0.187211542,-0.262364264,-3.433987204,1.083686638,0.318453731,-0.161268148,-0.458669144,1.08026315,0.864997437,-0.310154928,3.33220451,3.091042453,3.33220451,3,9.84E-141,0,0,1,2.35E-11,-0.148431793,-2.007855779
22726,0.162518929,-3.465735903,3.761200116,1.696449289,0,-1.504077397,4.158883083,0.262364264,-0.173663494,-2.079441542,0.619039208,-0.447312218,-1.191394022,-0.587786665,1.16074407,0.287682072,2.564949357,-2.397895273,0,3,2.76E-169,0,0,1,2.58E-16,0.529201499,-0.017046678
22727,-0.12474942,-1.734601055,-0.376891736,-0.394882999,-0.579312038,-0.284628635,-0.051735674,0.545641043,0.291611351,1.472236791,-1.386294361,-0.232445944,-0.030229002,0.451274644,-0.096143861,-0.652196577,0.959775844,-0.955511445,-0.352220594,4,2.74E-24,0,0,0.000218295,0.999781705,-0.258406992,-1.009022988
22728,0.1877872,1.329135947,-0.194156014,0.778140393,0.239479971,0.895384047,2.112964234,0.125163143,-0.248461359,0.29657102,0,0.081917122,0.442568858,-0.480748169,0.810930216,-2.145931283,1.347073648,-1.945910149,-1.123930097,4,2.18E-34,0,0,0.000965146,0.999034854,1.060050867,0.254287571
22729,1.605136831,0,-3.713572067,-3.044522438,1.386294361,4.430816799,5.023880521,2.278774444,4.510859507,2.235690858,5.342334252,3.891820298,1.18062544,-0.30538165,4.094344562,1.098612289,1.791759469,-1.386294361,0,1,0,1,0,6.09E-50,1.60E-109,8.915528874,2.645779228
22730,0.178879213,0,0,0,0,0,0,0,0,0,0,0.455475529,0,-3.091042453,3.258096538,0,0,0,0,3,1.60E-62,0,0,0.999999638,3.62E-07,0.727821857,1.517876927
22731,0.613104473,0,2.564949357,2.48490665,0,0,0,0,0,-2.564949357,0,0,0,0,0,0,0,0,0,3,3.74E-129,0,0,0.999999999,9.74E-10,0.346228015,-0.169015653
22732,-0.021978907,0,0,0,3.218875825,0,0,0,0,0,0,0.405465108,-3.496507561,0,0,0,0,0,0,3,6.12E-94,0,0,0.99999998,2.03E-08,-0.570594301,-1.256760542
22733,-0.309436537,-1.945910149,-0.988611393,-0.112117298,0.461345567,-0.675128675,-0.693147181,2.564949357,-0.033901552,0.826678573,-0.575364145,-0.90240162,-0.059719235,0.336472237,-3.597312261,1.349926717,0,0.223143551,0,3,3.17E-69,0,0,0.99998485,1.51E-05,-0.962468269,-1.004816713
22734,-0.079646799,-1.077013177,0.378215466,-0.880358723,0.911013675,0.625429007,-0.245616407,0.00790518,0.204300464,-1.866660777,-0.176930708,0.452867347,-0.350775222,0.587786665,-0.599118231,-1.495493653,1.128465252,0.496436886,-2.079441542,4,2.17E-23,0,0,0.00053523,0.99946477,-0.215294754,0.021135762
22735,-0.401126707,-4.762173935,-0.313657559,0.478035801,-1.867519515,0.198850859,-1.098612289,-0.909818217,-0.756326082,0.178248231,-0.572701027,0.37623547,-0.360441427,0.0102565,-0.304368991,0.925769476,0.251314428,-2.708050201,-3.761200116,3,6.44E-81,0,0,0.97410831,0.02589169,-1.394423546,-0.276659334
22736,-0.00806456,0.676340062,1.430746124,-3.135494216,-0.234193388,0,0.223143551,-0.592051064,-1.684339221,1.593933726,-3.135494216,4.770684624,0.16034265,1.466337069,-1.005521866,-2.302585093,-4.158883083,2.397895273,-3.091042453,3,8.71E-267,0,0,1,1.29E-36,-0.537438107,-4.244384501
22737,-0.075388,0.663294217,-0.743336925,-0.441832752,0.345269947,0.027398974,0.276558487,1.215022641,-0.717839793,-0.373204246,0.496936512,1.267578054,0.080042708,-1.196250758,-0.182321557,0.131769278,-2.991878704,-0.550046337,2.63905733,4,5.51E-41,0,0,0.080181757,0.919818243,0.112437756,0.078790311
22738,-0.160804064,-0.896746136,4.624972813,-0.287682072,-1.398128819,-0.081345639,-1.473305738,-4.343805422,0.450416496,3.871201011,-3.36729583,-4.317488114,0,1.730390523,-0.543086486,4.127134385,-0.822358912,-1.945910149,0,2,0,0,1,1.76E-40,1.58E-86,-2.369415654,-1.087622882
22740,-0.108330928,-1.098612289,0.559615788,1.727220948,-0.262364264,-1.049822124,-2.397895273,-0.826678573,-2.397895273,0.497402603,-0.823200309,0.606135804,0.523248144,-0.239229689,-2.708050201,-0.919460307,-0.446287103,3.555348061,2.63905733,3,4.08E-137,0,0,0.999999979,2.14E-08,-1.98350383,-2.286479231
22741,0.238085131,2.772588722,2.48490665,-0.693147181,2.995732274,2.833213344,0,0.641853886,-0.570544858,-2.708050201,0,0,0,0.068992871,0,0,0,0,-2.302585093,3,3.78E-111,0,0,0.775989818,0.224010182,0.979027881,1.048225993
22742,0.222654434,0.364643114,0.47957308,0.72907919,0.773189888,0.048790164,3.258096538,-1.304056263,-0.803812748,1.173732919,0.087011377,0.267479365,0.405465108,0.021739987,-0.439951284,-1.203972804,-0.575364145,0.287682072,-1.791759469,4,5.43E-39,0,0,0.016874511,0.983125489,0.591449625,-1.105875702
22743,0.010810916,0,0,2.397895273,0,0,0,0,0,0,-0.245122458,-1.945910149,2.302585093,0,0,0,0,4.043051268,-4.158883083,3,8.28E-82,0,0,0.999828988,0.000171012,0.19506433,0.262830929
22747,0.275683774,1.808288771,-0.062520357,-0.15415068,2.564949357,2.833213344,-0.757685702,1.998095902,-0.105360516,2.63905733,2.302585093,-0.814099791,0.019048195,-0.135801541,0.287682072,1.320044976,-0.198850859,-1.343734747,1.871802177,3,1.92E-219,0,0,1,1.16E-12,2.427583083,0.799244417
22749,0.026433257,0,-3.433987204,0,-2.890371758,3.737669618,0,0,-0.725937003,0.650587566,2.63905733,0,0,0.310154928,2.397895273,-2.63905733,0,0,0,3,4.22E-149,0,0,1,4.95E-17,1.574322262,1.474285542
22801,-0.038628642,-0.003234504,-0.054609668,0.344680217,-0.078328794,-0.138232398,0.273056583,-0.071244191,-0.053962995,0.060168521,0.346130873,-0.046855417,-0.097126711,-0.170062209,-0.462227749,-0.117552009,0.403671386,-0.355454688,-0.794797117,0,0.99999722,0,0,1.11E-12,2.78E-06,-0.103671081,0.116718719
22802,0.050705123,0.292652116,0.144249609,0.423180363,0.216797423,-0.216223108,-0.106402475,0.188990269,0.200670695,-0.297285988,0.106871002,0.022523475,0.050966444,0.124052649,-0.114192368,0.136575535,-0.422414666,-0.003454235,-0.532897827,0,0.99999963,0,0,1.16E-13,3.70E-07,0.058848689,-0.014833708
22807,-0.454011042,0,0,0,-0.463586728,-0.373425754,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.22E-60,0,0,0.511252117,0.488747883,-0.611113092,0.111124727
22810,-0.031748698,1.098612289,0,0,4.094344562,-2.564949357,-0.101782694,-3.555348061,3.218875825,-2.302585093,-0.371563556,0.117783036,-3.295836866,0,-1.119889687,-3.526360525,0.571450246,1.098612289,0.171850257,3,5.59E-281,0,0,1,4.21E-28,-2.127502389,-0.6776457
22811,-0.140307546,0,-1.386294361,-3.401197382,-0.125163143,0,0,-2.833213344,0.632522559,-0.068992871,0.95097629,0.478035801,3.555348061,-3.258096538,0,-0.300104592,2.63905733,-1.981001469,-3.33220451,3,1.33E-194,0,0,1,1.63E-24,0.475459064,4.324868236
22812,-0.229968841,-0.317570729,-0.643314807,0.23450731,-0.082238098,-0.503905181,-0.344377416,-0.315852949,-0.17417638,0.310891305,-0.396576161,0.108439471,0.004576667,-0.348642772,-0.582890694,0.216671037,-0.638884322,0.383582397,-0.631382586,0,0.999530806,0,0,4.89E-10,0.000469193,-0.798538251,-0.275089533
22815,-0.086855054,-0.416638409,-0.307252169,0.130538872,-0.826678573,0.431344556,-0.17054449,-0.226773319,0,0.181301669,-0.150202007,-0.196279909,0.43897152,-0.39154377,0.231480793,-0.174802724,-0.693147181,0.26341745,-0.115512887,0,0.997920991,0,0,2.43E-09,0.002079007,-0.153924741,0.224916882
22820,0.535961597,2.944438979,2.772588722,3.33220451,3.496507561,-3.63758616,0.793230639,0,-3.36729583,0,0,0.762140052,-1.791759469,1.609437912,0,-2.079441542,2.397895273,0,0,3,2.61E-197,0,0,1,1.00E-22,-0.334803477,-3.19623184
22821,-0.110244441,0.028655256,0.465184343,-0.710846758,-0.781339893,0.322773392,-0.247704316,-0.055880458,-0.420406688,0.424513303,0.209254439,0.324119469,-0.551647618,0.312683375,-0.279584862,0.076372979,-0.216454563,-0.78845736,-0.439951284,0,0.999542704,0,0,7.92E-10,0.000457296,-0.26569453,-0.13913806
22824,-0.174490037,-0.354016546,0.498991166,-0.772251362,-0.928560824,0.634775174,-0.261215499,0.031463269,0.200670695,-0.763433713,0.569666124,-0.619982605,0.20029025,-0.313482718,-0.202782629,0.265703166,0.458457638,-1.016547336,-0.232331977,4,0.000176096,0,0,6.69E-06,0.999817211,-0.172005201,1.323019459
22827,-0.147687545,0.95403106,0.039220713,0.497994654,-0.790023531,0.178248231,-0.625429007,0.098939948,-0.185323918,0.391822332,-0.168464522,-0.321672273,-0.105583208,-0.144075028,-0.197685619,-0.053744276,-0.834501299,-0.418978827,-0.715288306,0,0.954885118,0,0,6.77E-08,0.045114814,-0.549160192,0.040221416
22830,0.204189543,0.784118959,0.032789823,0.303995648,1.116961427,-1.386294361,-0.203598955,0.262364264,-1.106709499,0.372049111,1.285198244,-0.527162043,0.650587566,0.328504067,1.309921382,-0.237671652,0,0,-0.223143551,4,2.70E-22,0,0,0.005587458,0.994412542,0.684945204,0.43934039
22831,0.151517945,1.341173926,-3.044522438,0.230523659,0.572519193,-0.84729786,0.100083459,0.971860583,-0.546543706,0.125163143,1.819158443,-1.504077397,0.231329136,-0.536304709,0.488352768,1.203972804,0.693147181,-1.003302109,2.63905733,3,9.60E-65,0,0,0.996777742,0.003222258,0.631878871,1.844828804
22832,-0.061764594,0,-0.767255153,-0.677879708,2.63905733,1.366876275,-2.63905733,0.949080555,-1.568615918,0.197825743,1.056052674,0.546543706,-0.381367557,-1.098612289,0.071458964,-0.575364145,-2.197224577,0.111225635,0.641853886,3,1.82E-67,0,0,0.999682708,0.000317292,-0.025846653,0.294164995
22834,0.172285134,-0.470003629,0.371563556,0,1.838279485,1.403993938,-1.568615918,0.777704569,0.174353387,-0.672944473,0.664976304,-0.09531018,0.036367644,0.832909123,-1.098612289,0.21511138,-1.098612289,0,-3.295836866,4,4.29E-39,0,0,0.001705682,0.998294318,0.415421051,0.04778343
22835,-0.044878795,-0.741937345,0.415345217,-0.115512887,-0.415874124,0.389666991,-0.179585577,0.484323683,-0.407670181,0.320822465,-0.218689201,-0.013387081,-0.126981945,-0.189928671,0.267171538,-0.508613233,0.098324753,0.006514681,-0.160930367,0,0.999911698,0,0,6.18E-11,8.83E-05,-0.014287122,-0.24661583
22840,-0.018551943,-0.278902385,0.230523659,-0.995717866,0.429679366,-0.615588946,0.567609436,-0.233614851,0.432546067,-0.693147181,0.199865866,-0.923856972,-0.445205437,0.50040567,-0.17811987,0.259511195,0.980829253,1.563975538,-4.343805422,4,5.63E-25,0,0,7.03E-05,0.999929706,-0.197743857,0.567365812
22841,0.083017078,-0.204794413,1.143064051,-0.009049836,0.649087191,-0.675128675,0.863964913,0.343473432,-0.076470364,0.093090423,0.11905936,0.608247737,0.350202429,-0.572265289,0.107630664,-0.396162715,0.952658376,-1.232143681,0.810930216,4,4.15E-13,0,0,8.79E-06,0.999991206,0.535314112,-0.04795154
22842,0.140164438,-0.318453731,0.044451763,-0.40215932,1.142575412,-0.759105148,0.735258666,-0.314710745,-0.043485112,0.606135804,0.165985137,0.076496033,-0.088553397,0.067718174,0.159630146,0.249067236,0.156842471,0.303682414,1.014351945,4,0.003494987,0,0,7.17E-06,0.996497845,0.385731432,-0.371705299
22843,0.036252985,-0.559615788,0.141650517,0.819440906,-0.212561442,0.099372474,1.341173926,-0.287682072,0.160773221,-1.347073648,-0.043485112,-0.398639143,0.276632236,0.60077386,-1.045968555,1.183770097,-0.423814247,0.310154928,0.040821995,4,1.29E-08,0,0,0.000367013,0.999632974,-0.088764055,-0.051918219
22844,-0.082372984,0.304211374,0.447312218,0.38247559,-0.71420059,0.173406193,1.406361924,0.921156922,0.241835684,0.195566784,0.055880458,-0.466619531,-0.604351682,-0.822681233,0.033152207,-0.087487454,0.383582397,-0.84729786,-1.140723774,4,9.21E-19,0,0,8.10E-05,0.999918953,0.09206605,0.312841185
22845,2.197224577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197224577,0,0,0,3,0,0,0,1,4.66E-155,2.558558619,-0.180644662
22846,-0.306995638,0.298981628,-1.843052764,-2.388762789,1.029619417,-3.044522438,0.230523659,-0.125163143,-3.33220451,2.788092909,-1.266947603,0.769687258,-0.944461609,1.098612289,0.63372376,0.040005335,-1.229948291,-0.78845736,0,3,9.02E-135,0,0,0.999999993,6.56E-09,-1.324221312,-2.077570537
22847,0.206283957,2.833213344,2.944438979,0.301475395,0.485507816,0,0.459532329,1.113650166,-2.772588722,0.060624622,1.098612289,0.834797698,-0.916290732,-1.197703191,0.693147181,0.09531018,-0.693147181,-3.295836866,2.772588722,3,1.17E-99,0,0,0.999940381,5.96E-05,0.390476067,0.140197486
22849,0.104551678,0.625324584,0.076470364,0.714840005,0.061195561,-0.350202429,0.618578485,0.009756175,-0.098845835,-1.11671233,0.70774598,0.12095261,0.463837114,0.369533099,-0.170105969,-0.503103578,0.020619287,0.143100844,-1.160170182,4,6.28E-06,0,0,6.92E-06,0.999986797,0.297240116,0.307607482
22850,-0.30290852,-1.437587656,0.083381609,-0.447312218,-0.082238098,0.405465108,1.531476371,-0.170625517,-0.84729786,0.0588405,-0.174353387,0.724895879,-2.120263536,-0.155754529,0.659245629,-0.832909123,-1.791759469,-2.061423036,1.178654996,3,1.68E-50,0,0,0.895340549,0.104659451,-0.725251613,-0.990660193
22851,-0.059978,0.327456398,-1.145600798,-0.082013152,0.933857056,-0.041101676,-0.829279355,-0.545822466,1.020474084,0.06021886,-0.120316607,-0.047715473,0.489164127,-0.389716751,-0.545431153,0.526825965,-1.061571017,-0.042559614,0.810930216,4,7.17E-06,0,0,7.14E-06,0.999985688,-0.197255037,0.423180546
22853,0.228120749,1.685075327,-0.316517622,0.357674444,0.369533099,0.237420238,0.651137772,0.460053298,0.326396585,0.656105909,0.544301553,-0.053244515,0.323547986,0.302655614,-0.399155939,-1.117480773,-0.524524468,0.776528789,-1.599868461,4,3.67E-07,0,0,1.80E-05,0.999981623,0.752273691,-0.214187596
22901,-0.179267216,0.127081358,0.315531974,0.12467048,-0.115009109,-0.553306619,-0.402373916,0.07900965,-0.104386331,-0.084114224,-0.141896508,-0.396322187,-0.152820892,-0.226691972,-0.134081417,-0.879957864,-0.306144135,-0.680040833,-0.353990933,0,0.999997725,0,0,1.33E-12,2.27E-06,-0.697052983,0.072594833
22902,-0.013402223,-0.149452479,0.018018506,-0.256352222,-0.408045755,0.015653541,0.210823067,0.137858368,-0.151910509,0.233671385,0.353948909,-0.208813172,-0.193356462,-0.07567155,-0.058553309,0.278773328,-0.066043412,-0.076961041,-0.556388243,0,0.999997169,0,0,9.53E-13,2.83E-06,0.019065891,0.207937006
22903,-0.049569783,-0.204337061,0.033462377,0.217412877,-0.15126634,0.042477892,0.007359739,0.028135648,0.042995363,0.147411742,0.120329881,-0.084756585,-0.121298404,-0.185350715,-0.36420365,-0.217855762,-0.49449873,-0.214339973,-1.09463614,0,0.999999898,0,0,2.45E-14,1.02E-07,-0.217028524,-0.028267314
22904,-0.111542047,2.397895273,0,0,-0.173717255,-0.040883816,1.749199855,-1.343734747,-0.182321557,0,-2.772588722,0,0,2.944438979,0,0,0,0,0,3,9.25E-131,0,0,1,6.61E-13,-0.515514048,-1.957791941
22911,-0.101096117,0.148704946,-0.573080518,0.245024308,0.004587164,0.88238918,0.222849822,-0.360657613,0.08957391,-0.053735106,-0.395312737,-0.200209121,-0.010152371,-0.365459773,-0.36420365,0.353931458,-0.463010594,-0.810930216,-0.362905494,0,0.999858149,0,0,1.20E-10,0.000141851,-0.253441355,0.24920098
22920,0.006964936,0.149296301,-0.741003202,0.307966744,0.434038481,0.78845736,0.881199412,-0.141650517,-0.287682072,0.336472237,0.221372072,0.142563065,-0.268666806,0.196027623,-0.654394194,-0.587786665,-0.053109825,1.128465252,2.197224577,4,7.79E-15,0,0,2.65E-05,0.999973466,0.219258267,-0.69373679
22922,-0.076227365,4.418840608,0.109199292,1.174119841,-0.279584862,2.217843865,0.074107972,-1.556445382,-0.104140259,0,-0.12323264,-0.24946086,-1.413693335,0.058998341,-0.959775844,-0.494018505,0,0.09531018,-4.007333185,4,5.36E-96,0,0,0.157621168,0.842378832,-0.723200011,0.183988176
22923,-0.067987341,-0.407968238,-0.837819116,0.495899974,0.441832752,-0.466500999,-0.396881364,0.150971027,-0.080604032,0.353931458,0.197168065,-0.134867398,0.367405546,-0.082238098,0.035228692,-1.213542255,-0.215519626,1.806797347,-0.938269639,4,0.000573904,0,0,8.26E-06,0.99941784,-0.101406654,-0.329792613
22931,0.70105236,0,0,1.504077397,0.693147181,0.693147181,0.693147181,-0.510825624,-2.397895273,0.262364264,3.091042453,1.791759469,2.48490665,2.564949357,-2.772588722,2.079441542,0,0,0,3,1.82E-167,0,0,1,2.95E-22,2.195584667,-0.8213403
22932,-0.064023917,0.311646353,0.167991731,0.091807549,-0.18296485,-0.322773392,0.594056278,-0.512263439,-0.569308917,0.582549805,-0.431373293,-0.185027918,-0.303255246,0.03458558,0.456284357,-0.723918839,-0.554310736,0.530628251,-0.206920716,0,0.987415555,0,0,1.49E-08,0.01258443,-0.376472863,-0.587318768
22935,-0.088292607,-1.203972804,-3.713572067,-0.194156014,0.521296924,4.394449155,0.875468737,0.693147181,-0.084557388,0.661398482,-2.995732274,-0.194156014,-4.025351691,0.644357016,0.723918839,-1.047318994,0,-1.025852934,3.526360525,3,1.32E-240,0,0,1,9.68E-27,-0.480391462,-2.246592756
22936,-0.054132763,-0.287682072,0.423483614,0.169233922,-0.075985907,-1.193103132,-1.71978597,0.825745302,-0.671168274,-0.178590209,-0.459117822,-0.181512168,0.299803433,-0.157628944,-0.068402727,0.414198788,-0.023347364,0.346276237,-0.271933715,4,1.37E-23,0,0,1.51E-05,0.99998487,-0.641729262,-0.095320233
22937,-0.156306318,-0.478737309,-0.678332095,0.145953913,-0.251314428,0.054067221,0.068992871,-0.387765531,1.776491997,-0.603916047,0.133531393,1.289130613,-1.098612289,-0.179340929,0.311436158,3.135494216,-2.392197252,-0.293761119,3.36729583,3,6.05E-89,0,0,0.999999978,2.16E-08,-0.006269791,-0.036737333
22938,-0.146368539,0,-0.430782916,3.135494216,-2.708050201,3.044522438,-3.465735903,3.044522438,-3.828641396,-0.733969175,-0.706219262,-0.284251537,0.906240396,0.117783036,-0.980829253,0.384411699,0.068992871,0,-0.074107972,3,5.11E-205,0,0,1,1.43E-18,-0.679133391,-0.533942179
22939,-0.15272247,0.602175402,-0.316037298,0.036813973,0.502194735,-0.875468737,1.381281819,-0.713486865,-0.15333402,-0.209091798,-0.274844926,0.25759478,-0.288797522,-0.02515856,-0.147635999,-0.924705929,-1.111112451,-0.074107972,-0.453474327,4,1.35E-08,0,0,1.08E-05,0.999989197,-0.560585044,-0.454479459
22940,-0.101032225,-4.356708827,-0.955511445,-0.38865799,1.386294361,0.613104473,1.945910149,-1.131402111,3.496507561,-0.220061885,-0.63372376,2.036881927,0.609765572,-0.217064505,0.736949803,-4.382026635,0,-0.065957968,0,3,1.16E-219,0,0,1,3.52E-19,1.049980438,-1.064266345
22942,0.0240103,-0.089612159,0.843148477,0.447137805,-0.673442109,-0.248279525,0.529259325,0.17487681,-0.670262887,-0.206656177,0.345007139,0.46536325,-0.066614749,-0.211060399,0.306238474,-0.763598842,0.014815086,0.382208246,0.062520357,4,0.000727273,0,0,1.53E-06,0.999271197,0.083642854,-0.291911322
22943,-0.318453731,-2.397895273,-3.970291914,-1.945910149,0.502628857,-0.993251773,0,-3.091042453,0,-0.082238098,0,0.274436846,0,0.526093096,-2.833213344,-3.258096538,0.887303195,0,0,3,2.88E-290,0,0,1,1.19E-17,-1.938426556,-0.294856966
22946,-0.343333327,0,0,0,-0.087011377,2.708050201,-2.63905733,0,0,-2.48490665,2.995732274,-2.079441542,-0.451985124,-1.070441412,1.945910149,1.791759469,-1.386294361,-2.772588722,0,3,3.68E-197,0,0,1,2.77E-15,-0.025859261,4.160728091
22947,-0.115261587,-0.053488685,-1.087051466,-1.305755499,0.958254931,-0.784118959,-0.32090772,0.152407,-0.073203404,0.746257006,-0.344096162,0.078471615,-1.358437407,0.248696626,0.161570613,0.313657559,0.240141128,-0.197825743,0.864997437,4,7.12E-21,0,0,0.000827721,0.999172279,-0.447781528,-0.443502286
22948,0.551496663,0,0,0,0,0,0,0,0,0,0,0,0,-2.564949357,-3.713572067,3.737669618,3.931825633,0,0,3,0,0,0,1,1.10E-33,0.036422365,1.163346365
22949,-0.349746768,2.564949357,-4.59511985,-2.833213344,0,0,0.704446736,0.650587566,2.197224577,3.295836866,0.133531393,-2.874371417,-1.656321498,1.5518088,-0.117783036,-0.498991166,-1.196250758,0.830348302,-2.944438979,3,4.03E-224,0,0,1,5.24E-23,-0.282542481,0.500468619
22952,-0.249408491,1.446918983,-1.791759469,-0.799253687,4.317488114,0.41925843,1.029619417,0,-4.605170186,0.625093717,-0.668454568,-0.309004842,-0.161268148,0,-1.276595444,0.712949808,-1.116961427,-3.33220451,-2.63905733,3,2.57E-163,0,0,1,4.01E-10,-0.925057164,-0.437569531
22958,0.078735468,2.995732274,-1.312186389,-3.583518938,-2.079441542,1.386294361,3.135494216,0.087011377,3.401197382,-0.199128675,1.952689836,-0.018349139,-0.336472237,-0.353279355,0.289010976,0.009852296,0.270732514,0.108213585,-3.688879454,3,1.56E-184,0,0,1,1.49E-10,1.807478994,2.935511729
22959,-0.199348818,-0.465757338,2.833213344,1.239690887,0.175890666,0.385662481,-2.397895273,-0.828948722,-3.583518938,-0.498991166,0.022472856,-0.421213465,0.767870727,0.145953913,0.050010421,-0.237958637,-0.380772496,-1.609437912,-3.871201011,3,1.86E-120,0,0,0.999954016,4.60E-05,-1.305543656,-0.000679874
22960,0.071923247,0.751416089,-0.045225098,0.084627586,0.886963117,-0.01892801,0.504470632,0.162997284,-0.258307464,-0.79995174,1.149695917,0.086709399,-0.138005673,0.208452836,-0.202940844,-0.47445798,-0.425903776,-0.147996814,-1.555635206,4,9.19E-06,0,0,2.97E-06,0.999987842,0.328681271,0.44055003
