ZIP,Population_log_ratio,Under 5 years_log_ratio,5 to 9 years_log_ratio,10 to 14 years_log_ratio,15 to 19 years_log_ratio,20 to 24 years_log_ratio,25 to 29 years_log_ratio,30 to 34 years_log_ratio,35 to 39 years_log_ratio,40 to 44 years_log_ratio,45 to 49 years_log_ratio,50 to 54 years_log_ratio,55 to 59 years_log_ratio,60 to 64 years_log_ratio,65 to 69 years_log_ratio,70 to 74 years_log_ratio,75 to 79 years_log_ratio,80 to 84 years_log_ratio,85 years and over_log_ratio,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,pca_1,pca_2
20105,-0.040546094,0.192547521,-0.010329337,-0.201112763,-0.795988113,0.017505918,-0.579818495,-0.078353314,-0.229873464,0.212477208,0.090853624,-0.15086876,0.365129668,-0.318453731,-0.063327134,0.093526058,-0.084557388,4.430816799,2.292534757,4,8.45E-24,0,0,3.30E-05,0.999966986,-0.098817348,-0.249350558
20106,-0.061102748,0.093090423,-0.372049111,1.298325588,0.168464522,-1.130873151,0.490206337,-0.298153372,-0.229862502,-0.475423697,-0.534821129,-0.197922497,0,0.376809852,-0.16101177,-0.517582406,-0.561219638,1.187165686,-0.206336433,4,0.001571607,0,0,1.04E-05,0.998418008,-0.633246971,-0.814244606
20109,0.057457055,-0.013499686,0.122888919,0.121590404,-0.005277057,-0.033109159,-0.026961194,0.162953146,-0.19036876,0.837954145,0.502552567,0.22534774,-0.144668242,-0.54922363,-0.029439355,-0.0650229,-0.685242001,-0.608247737,-1.655183934,0,0.958991616,0,0,3.89E-08,0.041008345,0.147885493,0.029403569
20110,0.049763582,-0.086092548,-0.009340406,0.216952397,0.386331154,0.132255936,0.017548975,0.114119512,0.165942665,-0.022585653,0.132921451,0.065892094,0.230733721,-0.413546613,-0.242001053,0.608153968,0.057314457,-0.904456274,-0.965080896,0,0.999990331,0,0,4.17E-12,9.67E-06,0.214024299,0.385898657
20111,0.067526889,-0.012728891,-0.163612902,-0.026963265,0.246618009,0.175492339,-0.148471586,-0.256091335,0.231954181,0.21508496,0.330992073,0.300754154,0.002162163,-0.019512814,0.629198456,-0.30378548,-0.358347185,-0.182321557,-0.148180513,0,0.999985394,0,0,1.12E-11,1.46E-05,0.368147003,0.092824793
20112,0.080992229,0.42882204,-0.009090972,0.132133058,0.225408558,0.250758718,-0.179048231,0.102314055,0.275832033,-0.326838251,-0.100654153,0.133871317,0.193659723,0.154000134,-0.091042015,-0.305741254,0.849443784,-0.861769893,0.323787077,0,0.99993344,0,0,2.90E-11,6.66E-05,0.277099395,0.186617192
20115,-0.04847888,0.39803013,0.718015247,0.106222213,-0.632887989,-0.225307274,0.32090772,-0.480814545,0.621600029,-0.483796951,0.113142656,-0.307373285,0.104965181,-0.271933715,-0.324953467,0.40187444,-0.329827694,-0.328504067,-0.606135804,0,0.996944502,0,0,4.06E-09,0.003055494,-0.27148491,0.558224849
20117,-0.288132016,-0.977251432,-0.368907512,0.22054277,-2.032294763,-3.135494216,-0.575364145,-0.090384061,-1.239690887,0.593774707,-0.978989326,-0.761200644,0.137201122,-0.158089243,0.901901994,-0.119346758,0.280301965,-0.078471615,-0.820980552,4,1.07E-67,0,0,0.009254405,0.990745595,-1.62375879,-0.27781482
20119,0.233219203,1.227229666,2.510224458,-0.162518929,0.548316233,0.517415433,-0.252342706,0.626897795,0.308147903,0.763351439,-0.988611393,-0.062671107,-0.027292142,-0.016807118,0.214559808,-0.150282203,-0.63503955,2.022283128,-4.276666119,4,7.54E-33,0,0,0.000100985,0.999899015,0.436017339,-0.757616457
20120,0.000832178,0.149729656,-0.390557663,-0.010845401,-0.030950246,0.310404025,0.121048421,0.021925361,-0.111724546,-0.076312953,0.167372556,-0.39446128,-0.17404422,0.237809114,-0.051657054,0.482723591,0.598531204,-0.642503448,0.354276861,0,0.999877559,0,0,1.42E-10,0.000122441,0.087306787,0.317962452
20121,-0.037128224,0.187985081,0.583146285,-0.332371069,-0.236388778,0.097004322,-0.071861285,0.104103444,-0.051920057,0.202001115,-0.414799075,-0.161602279,-0.113960268,0.098260802,-0.454846356,-1.05919832,0.27473092,-0.075711822,-3.663561646,4,2.11E-06,0,0,4.75E-06,0.999993142,-0.331995419,-0.139724883
20124,0.019730176,0.137201122,-0.026375155,0.053204036,0.654532344,0.569094532,-0.340082349,-0.353528638,0.253956438,-0.283126256,-0.110289062,-0.116724274,-0.275648233,0.305128986,0.046606757,0.187123487,-0.93905984,-0.684778931,-0.147635999,0,0.999809719,0,0,2.11E-10,0.000190281,-0.069793657,0.01200256
20129,0.288828204,0,0,-2.708050201,1.22644566,3.135494216,0,2.564949357,0,0,-3.135494216,0.405465108,0.494018505,-0.065957968,0.090971778,0,0,0,-2.890371758,3,4.50E-136,0,0,1,1.65E-12,1.177192016,-0.476164997
20130,0.364337817,1.481604541,0,0,0,0,-2.63905733,0.089612159,0,-2.197224577,0,0,-0.133531393,0,1.637608789,1.343734747,0,-2.197224577,1.791759469,3,1.86E-153,0,0,0.999999946,5.36E-08,0.122099427,1.587541766
20132,0.017223475,-0.268376454,0.507247802,0.032990163,0.031748698,0.346522572,0.193340952,0.120048042,-0.062370331,0.134373734,-0.203133355,0.192441238,0.15131132,-0.047117923,-0.412845215,0,0.016260521,-0.934982865,-0.372888938,0,0.999999188,0,0,1.93E-13,8.12E-07,0.095336054,-0.154023986
20135,0.022989518,1.161625256,0.215519626,-0.09531018,-1.111599484,-0.086177696,0.244598486,0.292771142,-0.896488105,0.27510329,0.242140052,-0.021202208,-0.681312723,0.100083459,0.46313075,-0.769133088,1.7837913,-0.887303195,-0.730887509,4,6.79E-08,0,0,2.95E-05,0.999970389,-0.002551108,0.171153888
20136,0.043134546,0.185127592,0.167478984,0.139026532,0.066992204,0.434436798,0.222808487,-0.158699588,-0.276841175,0.004295803,-0.029208426,-0.192214894,0.156249316,0.429968631,-0.381855242,0.23995067,-0.591567388,-0.120017673,0.250051004,0,0.99999762,0,0,1.91E-12,2.38E-06,0.045969747,-0.206295303
20137,-0.052946773,-0.716677678,-0.572519193,-0.655875786,-0.054067221,0.382992252,0.296265816,1.352392809,1.203972804,-0.498991166,0.634306681,-0.195060583,-0.719815428,-0.238411023,0.365459773,-0.167054085,0.087011377,0.842678915,-0.714653386,4,1.96E-16,0,0,0.000173534,0.999826466,0.513964628,0.569484582
20141,0.033205912,0.025446666,0.759636922,-0.159143968,0.30495825,0.271933715,-0.379489622,-0.369471505,-0.066939483,-0.038027396,0.057947244,-0.102734119,0.220990698,0.144581229,-0.350202429,-0.565807758,-0.651761964,0.643550239,0.944461609,0,0.997404115,0,0,2.69E-09,0.002595882,-0.087805917,-0.230720799
20143,-0.203228242,1.178654996,-3.36729583,2.079441542,-3.610917913,-0.200670695,-3.555348061,0.192371893,3.218875825,0,0,0.236388778,-1.386294361,-0.223143551,-0.330241687,0.405465108,-0.297251523,-0.105360516,2.197224577,3,4.72E-159,0,0,1,9.66E-12,-1.203935731,0.493550305
20144,0.100910474,-0.223143551,2.397895273,-1.029619417,-0.792238083,0.965080896,-2.772588722,1.193922468,0.287682072,-3.044522438,-0.085522173,0.195744577,0.666478933,-1.056052674,0.970357953,-1.397105277,3.583518938,-0.133531393,-1.466337069,3,5.70E-119,0,0,0.999999344,6.56E-07,0.277939082,2.153835099
20147,-0.054375337,0.202245588,-0.243522714,0.068118172,0.270261474,-0.253516587,-0.001061008,-0.227208991,0.051833464,-0.291280761,0.176042101,-0.05737234,-0.006427711,0.039869891,0.008113635,-0.293445777,-0.419302476,-0.757941816,-0.246743467,0,0.999999856,0,0,3.72E-14,1.44E-07,-0.184647533,0.225384902
20148,-0.053405636,-0.21893892,-0.234230512,0.178833422,-0.332447256,0.395774702,-0.575080014,-0.368396372,-0.182019031,0.254703624,0.003189795,0.340206518,0.061412446,-0.237696823,-0.531701532,0.22404001,0.409623118,-1.480226181,0.863046217,0,0.998291549,0,0,1.57E-09,0.00170845,-0.214992316,0.112265696
20151,0.038454155,-0.213305102,-0.414030471,0.268946161,0.104210429,0.165280091,0.364413519,0.324365078,-0.284900429,0.044007101,-0.08030343,0.048641807,0.280840541,0.026501941,-0.27835489,0.043620622,-0.060908753,0.330241687,-0.223143551,0,0.999992791,0,0,2.71E-12,7.21E-06,0.189345707,-0.210487529
20152,0.028904856,-0.384585878,0.267452565,0.120988469,0.135915184,-0.320652092,-0.283857976,-0.219411901,0.081471483,-0.164011486,0.270257861,0.363166852,-0.047047004,0.241301284,0.038942974,-0.005249356,-0.434878993,-0.088292607,-0.587786665,0,0.999981821,0,0,1.24E-11,1.82E-05,-0.004068691,-0.150074631
20155,-0.033647833,-0.121104194,-0.111410777,0.157257588,0.355426245,0.182507967,0.331205042,-0.319643971,-0.086328083,-0.076905177,0.050883069,-0.231892514,0.187823895,-0.232859103,-0.397337985,-0.374693449,-0.306216723,-0.212561442,-0.036128724,0,0.999999578,0,0,1.31E-13,4.22E-07,-0.13951442,0.088336055
20158,0.268561031,0.856472237,0.440651417,0.95182216,0.307826639,0.605207729,2.156733216,-0.737598943,-0.196433401,0.185241267,0.36646295,-0.086509243,-0.036634133,0.08122544,-0.042200354,-0.546543706,0.496436886,-1.667706821,-0.79395188,4,7.92E-16,0,0,1.84E-05,0.999981604,0.721907337,-0.062005783
20164,0.02985012,0.489657199,-0.172755868,-0.021164811,0.352345586,-0.139112802,0.157886674,0.422481696,-0.198610713,-0.003745323,-0.121754325,-0.013063094,0.057730534,-0.306863131,-0.113597178,-0.019360247,-0.420639906,-0.271732771,-0.607787332,0,0.99999433,0,0,1.94E-12,5.67E-06,0.019378708,0.07544126
20165,0.00720897,0.195611728,0.099907889,-0.202940844,0.622062457,0.092730484,0.192995877,-0.031542504,-0.585450215,0.132364304,-0.039740329,-0.052622419,-0.196784619,0.262160204,0.015209419,-0.406731733,-0.831848115,0.736415161,-0.664655225,0,0.999974165,0,0,1.84E-11,2.58E-05,-0.074330328,-0.435400659
20166,-0.019405731,-0.044224894,0.419402616,0.321672273,-0.821799888,0.382870383,0.044149785,-0.162144328,0.14064233,0.133760724,-0.027779564,-0.432420918,0.062698594,-0.565885401,0.800505699,0.37223946,-0.438254931,-1.22644566,-4.615120517,4,3.10E-16,0,0,7.32E-06,0.99999268,-0.028927487,0.83366408
20169,-0.009878148,-0.11856852,0.560225234,0.028334623,0.176366102,0.030526591,-0.17607604,-0.268424256,-0.135202745,-0.347401307,0.113958544,0.056716229,0.095431546,-0.026976588,-0.1087332,-0.352343376,0.273293335,-0.346165366,-0.960093355,0,0.999997573,0,0,7.52E-13,2.43E-06,-0.096300776,0.16523096
20170,0.078091574,-0.004836769,0.602198274,-0.00886745,0.144284184,-0.245916424,0.155260132,0.209778403,0.025069433,0.128193667,-0.089411214,-0.172047065,0.127691852,0.099289493,0.193606111,0.027540467,0.470003629,-0.758898558,-0.045120435,0,0.999991291,0,0,2.74E-12,8.71E-06,0.239868048,0.03045251
20171,0.037024402,0.131039179,0.253195896,0.089217666,-0.033901552,-0.125904158,0.250627851,-0.009630893,-0.015679764,0.060594253,-0.042759381,0.011009286,0.105988459,-0.318712207,0.359501135,-0.259388564,-0.349375641,0.269128665,-0.251314428,0,0.999999713,0,0,7.21E-14,2.87E-07,0.101460264,0.021113249
20175,0.011233219,-0.215722031,0.141884446,0.116198471,-0.066331172,-0.094288207,0.030577922,0.117436835,-0.12869476,0.250766933,0.122629893,-0.037518192,0.317891911,-0.031786078,-0.370261473,-0.513453746,-0.2707716,-0.597837001,-0.338023827,0,0.999998714,0,0,3.76E-13,1.29E-06,-0.004885114,-0.076434891
20176,-0.030450978,-0.151457982,0.145711811,0.050610001,-0.023289891,0.214508243,0.245834963,-0.265349746,-0.0730026,0.045572077,-0.041741112,-0.048009219,-0.101206491,0.155994678,0.159171901,-0.447341029,-0.483264824,-0.150282203,-0.720175853,0,0.99999992,0,0,2.56E-14,8.05E-08,-0.069572452,-0.151597925
20180,-0.015854783,0.022272636,0.072137528,0.373513508,-0.329237743,0.052922401,0.0468313,-0.362617517,0.200201982,-0.422328914,0.147703844,0.084940677,0.21511138,-0.383691309,-0.280614905,0.79682561,-0.728865263,-0.033901552,-0.048202102,0,0.999970096,0,0,3.35E-11,2.99E-05,-0.137670445,0.3488204
20181,-0.065689653,-0.753771802,0.453276835,0.764003117,-0.249321205,-0.231054416,0.432691921,-0.41841626,-0.011741818,-0.359099188,-0.341516384,0.223143551,-0.365724779,0.156004248,0.289205302,0.046212843,-0.508843463,-0.051293294,-1.77070606,0,0.979060859,0,0,1.06E-07,0.020939035,-0.341068565,-0.463473055
20184,0.652325186,0,0,-2.833213344,0,0,0,0,0,0,4.060443011,-2.772588722,0.606135804,-0.634650974,4.234106505,-2.995732274,4.477336814,0,0,3,4.56E-278,0,0,1,1.59E-36,2.633766232,4.174799573
20186,-0.147775766,-0.827737335,0.228036195,-0.171022002,-0.010953012,0.360474822,0.024451096,0.159807676,0.150992655,0.229949606,-0.300408129,-0.322142411,-0.124628241,0.014388737,-0.35872763,-0.310613014,-0.612178118,-0.640503447,-0.896088025,0,0.999977256,0,0,1.92E-11,2.27E-05,-0.32234194,-0.16638003
20187,0.006421942,0.510330452,0.443137724,0.001471671,0.185597946,-0.565026081,-0.331357136,-0.169122338,0.278610633,-0.14266573,0.035047392,-0.02139119,-0.142189455,0.174276461,0.008196767,0.049433458,-0.57360203,-0.422856851,-0.999239815,0,0.999975868,0,0,1.20E-11,2.41E-05,-0.216312415,0.063384927
20190,-0.153324749,-0.444420076,0.017919156,0.088292607,-0.550726841,-0.607401146,-0.194888542,-0.374204284,-0.111225635,0.027324104,0.014285957,0.246757781,-0.32447552,0.212751055,-0.644635529,-0.425112105,1.132179112,-0.569236386,-1.648658626,0,0.991747695,0,0,1.77E-08,0.008252287,-0.605531141,-0.153274357
20191,-0.047782529,0.008556202,0.254623717,0.218608396,-0.142537758,-0.298746292,0.368841297,0.12117369,0.052714303,-0.508575904,0.112199819,-0.202761809,-0.203394256,0.121330397,-0.496279913,-0.550809722,0.118175577,0.389633643,-0.608464093,0,0.99999072,0,0,4.22E-12,9.28E-06,-0.276128246,-0.080914745
20194,-0.061830943,0.255451795,-0.280219351,0.127611125,-0.628954023,-0.049545737,0.33950714,0.118341227,0.204001256,-0.198258149,-0.019802627,-0.181722934,-0.410513803,-0.1680356,0.34214199,-0.157628944,0.265703166,-0.297251523,0.037740328,0,0.99950337,0,0,2.90E-10,0.00049663,-0.11949615,0.249384947
20197,-0.124949216,0.155414104,0.347401307,-1.493539891,-0.338212881,-0.16507975,0,-0.460524885,0.057819571,-0.556287998,0.198012887,-0.463837114,1.092181398,0.461034959,-1.162378907,0.581921545,-0.262364264,4.844187086,-2.397895273,4,1.51E-42,0,0,0.002271467,0.997728533,-0.219566539,0.346797166
20198,-0.240374896,-1.335001067,0.510825624,-1.364632864,0.311436158,0.268263987,1.044545067,-0.711165686,-0.635988767,-3.871201011,0.485507816,-1.272965676,0.362905494,-0.321204764,0.218253566,0.126562723,0.546543706,-0.581921545,-2.708050201,4,3.27E-79,0,0,0.15501072,0.84498928,-0.687459148,2.404642903
22003,-0.012703161,0.140688774,0.135273437,-0.079494612,0.150860179,-0.119654752,0.054067221,0,0.236275646,-0.050513046,0.097476112,-0.026270167,-0.184692679,-0.067274501,-0.195308752,0.071309028,-0.055204554,-0.396415273,-0.672351324,0,0.999999943,0,0,1.24E-14,5.73E-08,-0.059307361,0.137551164
22015,-0.006839911,0.210443746,0.177466891,0.153751558,0.120281324,-0.045508701,0.27480887,-0.160383171,0.049353848,-0.052837431,-0.208228814,-0.073470014,-0.23739309,-0.103098484,-0.109410496,-0.032948717,0.254489664,0.027724548,-1.559067553,0,0.999998778,0,0,3.28E-13,1.22E-06,-0.141289095,-0.019555409
22025,0.080711948,0.520354547,0.647684806,0.716333088,0.407577041,-0.269594954,0.217487674,-0.323871841,0.064631247,-0.147876346,-0.167054085,0.351936462,0.009992945,0.003546103,-0.23496529,-0.208235846,-0.594431208,-0.575364145,0.287682072,0,0.999857681,0,0,1.10E-10,0.000142319,-0.053514299,-0.416918959
22026,-0.187942756,-0.512838709,0.125087042,0.178782467,-0.012631747,-0.066458016,-0.928662024,-0.370158294,-0.366931444,0.019452426,-0.548193963,-0.316406647,-0.077386664,-0.629380562,0.662438524,-1.184057495,-0.124454174,0.854415328,0,4,0.001618627,0,0,5.60E-06,0.998375776,-0.726402319,-0.078881392
22027,-0.096410549,1.074514737,0.553727645,-0.17309275,-1.201469674,-3.33220451,-3.465735903,-0.087011377,-0.531879033,0.377685544,-0.702903356,0.077961541,0.338454398,-1.394076502,1.701811233,-0.030771659,-1.578978705,-0.246860078,-1.018569581,3,3.27E-150,0,0,0.999999846,1.54E-07,-1.575881384,0.620524915
22030,-0.037665108,-0.122440706,-0.230728923,0.053790175,-0.034768328,0.007639964,0.027655643,0.355955659,-0.093061525,0.033727118,0.066624028,0.067631401,-0.002257337,0.040370065,-0.320432841,0.005437751,-1.019100226,-0.364258572,-0.985417374,0,0.999998931,0,0,3.19E-13,1.07E-06,-0.109349045,-0.102968156
22031,-0.013556826,-0.164492034,-0.013917539,0.136927985,0.061163044,-0.101500184,0.220775441,0.029647486,-0.204267944,0.022688582,0.050695786,-0.075179899,-0.077989319,0.238456867,-0.254689389,-0.020534602,-0.582659644,-0.151684587,-0.031875209,0,0.999999915,0,0,2.49E-14,8.54E-08,-0.116946689,-0.254876719
22032,-0.027842982,0.114024176,0.301915953,0.1223979,-0.003910073,-0.002522069,0.090342863,-0.195744577,-0.152656284,0.112500403,0.095668026,-0.228127084,-0.129887516,0.14792013,-0.319851355,-0.235290049,-0.306892909,0.017575145,-0.355034254,0,0.999999957,0,0,1.15E-14,4.27E-08,-0.210573005,-0.151719778
22033,-0.0182828,0.098280295,-0.030276674,0.16340144,-0.014632529,-0.185260883,-0.001324504,-0.078936425,0.230794698,-0.109745699,0.005783706,0.051448562,0.068374877,-0.22274427,-0.269532754,0.241162057,-0.077852126,-0.656397638,-0.420010819,0,0.99999993,0,0,1.55E-14,6.95E-08,-0.107458858,0.215179168
22035,0.54266623,0,0,0,0,-2.890371758,0,3.496507561,0,0,4.219507705,2.890371758,-2.890371758,-3.526360525,0,0,0,0,0,3,0,0,0,1,4.78E-50,1.19349947,0.7847026
22039,0.057815735,1.267827498,-0.083946421,0.138756159,0.215167091,-0.712863044,0.801135819,-0.364146959,-0.025919378,-0.036018299,-0.249375974,-0.130231665,-0.095617604,0.111665182,0.019705071,-0.061035891,-0.167768285,1.131402111,-2.341805806,4,9.98E-05,0,0,2.49E-06,0.999897676,-0.123214801,-0.13392533
22041,-0.000702297,0.087854083,0.211141995,-0.120556963,-0.105360516,0.270804035,-0.031694302,0.206760072,-0.025491576,0.34353415,-0.086221175,-0.219265072,-0.334546381,-0.259554616,0.388891974,-0.286983504,-0.447767488,-0.43301506,-0.397185936,0,0.999996863,0,0,1.23E-12,3.14E-06,-0.010032023,0.038071885
22042,0.044855938,-0.01242252,0.087508271,-0.169856806,-0.168793405,-0.027135144,0.30954312,0.054740033,0.113219461,-0.046623316,0.142071154,-0.147365242,0.036813973,-0.084956722,0.294539242,0.140905453,0.130510749,0.459532329,-0.047320656,0,0.999999029,0,0,3.40E-13,9.71E-07,0.233254084,0.208627921
22043,-0.013592598,0.044451763,-0.011904903,0.445710937,-0.541462593,0.081917122,0.010050336,0.034685558,0.020508967,0.466486214,-0.138231386,0.107715577,-0.002710029,0.02548991,-0.235541231,-0.778669354,-0.386047022,-0.474799802,-1.423108334,0,0.99998087,0,0,1.01E-11,1.91E-05,-0.150203416,-0.334802562
22044,0.081294742,-0.177538493,0.131576358,-0.335768259,0.241577253,0.489735211,0.461879197,0.315027526,-0.195989196,-0.031917603,0.193308054,-0.033901552,-0.085212815,0.458201404,-0.193152838,-0.346781606,0.16034265,1.527607894,-1.160487692,0,0.999300727,0,0,9.15E-10,0.000699272,0.38735329,-0.316172349
22046,-0.032511849,0.24654115,0.417939282,-0.276986783,0.422924329,-0.080272302,0.294680002,-0.044912557,-0.020647671,-0.237861724,0.132364304,-0.138244108,-0.115296091,-0.361477398,-0.197886073,-0.27510329,-0.443384343,0.157003749,-0.47390227,0,0.9999993,0,0,2.29E-13,7.00E-07,-0.139147242,0.191051239
22060,0.093518414,0.186697931,0.143206658,0.125163143,0.246524,0.743212042,-0.574326262,-0.068823222,-0.057487091,0.249215792,0.062035391,0.229310066,0.571786324,0.220400065,-0.506269807,-0.765467842,-0.223143551,0.085522173,-0.103317614,0,0.98990961,0,0,2.57E-08,0.010090364,0.268827882,-0.221410903
22066,-0.050024802,0.168375671,-0.267812264,0.103618493,0.063799228,-0.072441151,0,-0.04143719,-0.514059256,-0.051504689,-0.206279745,-0.096626836,-0.068402727,0.058097144,0.092781733,-0.064538521,-0.06081874,-0.170729809,0.159276268,0,0.999999222,0,0,2.62E-13,7.78E-07,-0.226259873,-0.093664801
22079,-0.160327352,-0.321855655,-0.09176198,-0.053814153,-0.442882621,-0.472359343,-0.025929034,0.446986974,-0.256015452,-0.115086327,-0.390434642,0.080629734,-0.006936444,0.257284595,-0.235413644,-0.84397007,0.060932551,-0.935460648,-1.917639715,0,0.996705106,0,0,3.27E-09,0.003294891,-0.470891471,-0.208730952
22101,-0.017647517,0.155870371,0.062348329,-0.061188267,-0.021998247,0.598836501,0.450128113,0.106638471,-0.151485196,-0.206093958,-0.223678645,-0.030887578,0.341664673,-0.124402614,0.041890942,-0.157826799,-0.516690743,0.087011377,-0.371101922,0,0.999948246,0,0,2.51E-11,5.18E-05,0.151342825,0.088393395
22102,-0.050835069,0.285938393,0.288740834,0.123856807,0.260696671,0.017928767,-0.282891946,-0.225213121,-0.118716307,-0.183180295,-0.239672853,0.133201523,-0.255404414,-0.18545145,0.077961541,0.040926428,0.225760212,-0.223881287,-0.223143551,0,0.999997966,0,0,8.16E-13,2.03E-06,-0.240556913,0.006019599
22124,-0.014690944,-0.470003629,-0.042232764,0.160095294,0.461842119,0.394792648,0.500439774,-0.516029452,-0.456758402,0.244385267,-0.345902847,0.16380016,0.113047431,-0.028124269,-0.202001115,0.03889948,-0.062390293,-0.3142491,-0.065957968,0,0.999974405,0,0,1.88E-11,2.56E-05,-0.031551025,-0.373228412
22125,-0.300104592,-0.204794413,-0.693147181,-1.734601055,-2.944438979,-0.451985124,-1.003302109,-0.165514438,0,0.929535959,0.074107972,-0.082238098,-0.415827895,0.060624622,-1.098612289,0.122602322,1.299282984,-1.945910149,-0.693147181,4,5.17E-39,0,0,0.008806873,0.991193127,-1.07066095,0.698620891
22134,0.98232514,-0.200316901,0.506108634,-0.519483687,2.220907062,1.709049174,1.36360295,-0.025317808,0.063948725,0.475423697,0.449737932,1.359626114,0.446287103,-1.665007764,0.36772478,0.510825624,0,0,-0.606135804,3,3.32E-155,0,0,1,1.62E-16,2.449202548,0.198878376
22150,-0.033058068,0.263814591,0.420117385,-0.425003005,0.061804563,0.231727295,-0.060138359,0.212537562,0.184851831,0.046469733,0.443003027,-0.201996956,-0.213232667,0.103727862,-0.060624622,-0.276465556,-0.422132161,-0.873301889,-0.63812552,0,0.999966298,0,0,1.27E-11,3.37E-05,0.069434396,0.32190433
22151,-0.128874472,0.422272226,-1.029777783,-0.136090757,0.089924708,-0.19840953,-0.419736502,-0.302280872,0.134509005,-0.25275639,0.3874354,-0.09641373,-0.173343414,-0.265255037,0.144513273,-0.146017548,-0.44493353,0.850150929,-0.603916047,0,0.997290393,0,0,2.35E-09,0.002709605,-0.329450837,0.481481065
22152,-0.031669093,-0.054129505,0.569768159,0.017873577,0.083110753,0.011992149,-0.15317507,-0.182321557,-0.204439362,0.075800765,-0.186898224,-0.032455329,0.047653272,0.078369067,-0.634743648,0.147123244,-0.272958831,0.054488185,-0.475903351,0,0.999999078,0,0,3.28E-13,9.22E-07,-0.293249031,-0.251424312
22153,0.035929756,0.228569501,0.177911406,0.119851289,0.21217452,-0.186815946,0.287136667,0.188052232,-0.142201563,-0.09835932,0.18610228,0.055952236,0.133531393,-0.185055666,-0.28391559,-0.047477271,0.097408187,-0.86808863,-0.792676776,0,0.999999622,0,0,8.56E-14,3.78E-07,0.088768045,0.194920713
22172,0.128918688,0.693147181,0.033124047,0.534517505,0.309544986,-0.15415068,0.275879847,0.044149785,0.495899974,-0.096975151,-0.322885708,-0.455215101,0.128224175,0.520534438,0.020202707,-0.016129382,-0.693147181,0.566395475,0.400759217,0,0.993004696,0,0,1.42E-08,0.00699529,0.160766245,-0.334506117
22180,-0.02523767,-0.051701374,0.18296485,-0.105131918,0.093739467,0.373613212,-0.287257534,-0.063513406,0.034087962,0.170299085,-0.092115289,0.029581224,-0.013272272,0.021622464,-0.290825741,0.039530839,-0.420106658,-0.550046337,-0.693147181,0,0.999999919,0,0,1.91E-14,8.10E-08,-0.092128849,-0.023157473
22181,-0.022432648,0.04405999,-0.094264701,0.044381293,0.149154833,0.38069604,0.033099948,0.012739026,0.156961644,-0.001819837,-0.320505014,-0.1876233,0.11937232,0.070038077,0.088947486,-0.170784272,-0.182321557,-0.763764748,-0.198850859,0,0.99999976,0,0,7.01E-14,2.40E-07,0.027836843,0.065568721
22182,-0.043182143,-0.15079159,-0.226721373,0.121779045,0.046470874,-0.100397726,0.286716355,0.045746022,-0.044451763,-0.12382026,-0.271608248,0.032481488,-0.012144007,-0.048306605,0.015306421,-0.080226278,-0.305714705,-0.058181955,0.249941744,0,0.999999705,0,0,7.78E-14,2.95E-07,-0.116887298,-0.15958986
22191,-0.050501269,-0.026741395,-0.157006649,-0.307854692,0.224196737,-0.123185142,-0.115984587,0.142546097,0.142214515,-0.009863958,-0.226533851,0.042016065,0.092332088,0.07174888,-0.216337296,-0.554752228,-0.295051303,-1.053491853,-0.588634482,0,0.999997357,0,0,7.95E-13,2.64E-06,-0.154575958,0.020623898
22192,-0.100970533,0.214692356,0.053635722,0.027290426,-0.463803577,-0.265991436,-0.061908154,0.053328343,-0.145286356,-0.396157189,0.132516816,-0.103600043,-0.216026084,-0.16469203,-0.449557938,0.267453823,-0.011834458,-0.105360516,-0.407014295,0,0.999999186,0,0,3.25E-13,8.14E-07,-0.434624386,0.258655419
22193,0.005946741,0.172140997,-0.155478433,0.061341309,-0.103204035,0.240038563,0.083989679,0.060406572,-0.067901484,-0.044198213,0.089678229,-0.013728539,-0.144550788,0.049596941,0.344540921,-0.288229568,-0.600365447,-0.168513584,-0.492924413,0,0.999999828,0,0,5.46E-14,1.72E-07,0.060955922,0.034542137
22201,0.059516947,0.034839589,0.126469479,0.196641611,-0.303348189,-0.184133583,0.020529643,0.013841051,0.275066385,0.401642341,-0.230079995,0.181006632,0.05158094,0.225485865,0.440056553,-0.14290002,-0.177488962,-0.054067221,-1.011600912,0,0.999989738,0,0,5.21E-12,1.03E-05,0.193020942,-0.278593422
22202,-0.058347388,0.065361905,0.093593441,0.360804337,0.354057141,-0.362588744,-0.275049766,0.069944296,-0.145458409,0.344168991,-0.311403173,0.024836923,0.400456153,-0.32140919,-0.283090395,-0.276472988,0.202026628,-0.316838657,0.908714938,0,0.989184143,0,0,6.96E-09,0.01081585,-0.167186925,-0.200978929
22203,-0.063379095,-0.33449073,-0.096404871,-0.332546518,-0.475515621,-0.01953881,0.228770325,0.056381654,0.140857433,-0.053258732,0.11829337,-0.00137836,-0.231288728,0.161137608,-0.195169699,-0.57667219,-0.800476201,-0.468266009,-1.140069002,0,0.999872821,0,0,7.56E-11,0.000127179,-0.225062259,-0.024470115
